sid,query
Ma362d19db4d,女34岁小腹右边突然隐隐作痛
M287022b5112,吃激素超过多少天属于长期吃药
M799d6991921,饥饿难耐
M231d74f789a,辽宁中医药大学附属医院治疗紫癜肾
M98a3e6bfc32,神堂穴
M4de674fe03b,有子宫肌瘤可以吃长期避孕药吗
M1c6dd7f93f4,胃癌早期症状
Mb2345d7a411,如何治疗
M4e853f0077b,挠痒痒加憋尿加痛苦加全身不能动
M932be20bb72,小颗粒不痛不痒需要用药吗
Ma33858a9515,基因检测对身体有伤害吗
M69e26b2a5a0,盐酸氟桂利嗪的功效
M00c25009991,叶酸片功能主治
M848776e5475,黄精的作用
M3259c85954a,那么，缅甸的华人在果敢地区首府老街医院的药品足够吗？
M8d48d37cea1,乙肝病人去医院挂什么科
M2bf9ad5c746,人绒毛膜促性腺激素多少是怀孕了
Me42366f105d,五月龄宝宝头上爱出汗
M888d692b37e,甲沟炎医院挂什么科
M2ea81f6557c,吃紧急避孕药会得癌症吗
M5903b94e74a,"男小童5岁,轻度急性中耳炎,吃了头孢4天可以停了吗?"
Mdb669b89b34,神经病
M30586bea556,哪些情况下甲状腺穿刺会导致扩散
M45d47b2dd41,孙斌 空军特色医学中心泌尿外科副主任医师
M2828f141988,北京同仁堂中医医院周磊大夫简介
Md1c94e016fa,深圳仁寿耳鼻喉医院
M0cb9c8505fd,高尿酸血症是什么意思
M39466992e52,失眠
M181c4b54f41,布洛芬缓释胶囊吃多了有什么危害
Mad1e6e9e3fc,中暑可以吃梨吗小孩
M7b08b0766b7,请解读图中的医学报告单
Mf52267dd194,痔疮外痔肉球怎么消除最快方法
Mddae0c7824f,医生心血管内科
M69e4b7c2903,杭州第一人民医院
Md68ab4807ce,右佐匹克隆片
M7f176c10815,灵芝搭配哪些食材能增强免疫力
M1e588a5cac9,健脾丸的功效
M0e30d2d8581,左脚抽筋
M31049ff5479,沉香花的功效与作用
M04690af370d,女性62岁高压116正常吗
Mc3b3f2843e2,吃了避孕药月经最多推迟多久
Md91649a6014,儿童拇外翻初期图片
M154d695f55e,"射精无力什么原因,怎么调理"
M4466df44657,妇幼保健院医院
Mb117aaeeeb2,葛根的功效
M30d2d12ce98,请问喝蜂蜜醋对身体有什么好处啊？
M5c621255275,两个月的宝宝怎么判断咳嗽
M7c55054924f,乌鸡白凤丸小女孩能吃吗?
Ma71b4c62049,上阴道凝胶后能同房吗
M2a7ab0a1079,吃了紧急避孕药几天后出血几天会停止出血
M84c478920ac,女性bmi越小越好吗
Mc94e59f44f7,腰疼腿疼用什么药
Md8873335ed5,安徽医科大学第一附属医院
Mf18bcd83214,腰疼
Me331a060b80,验孕棒两条杠一深一浅
M74296738313,"孕妇足月,吃什么可以刺激早生产"
M3d218ef00ac,抚州市临川区中医院
Mbc634abda65,70岁有中风症状，痛风，肩周炎，适合吃磷虾油吗
Mc6598fa1df6,谷维素
M2436c4998d2,女生晚上和早上体重相差多少算正常
M626e90f9eb7,玉精灵是什么中药
M8b9b6557107,吡唑维生素片饭前吃是饭后
M499d7d5f648,怀孕5周能趴着睡觉吗
M5470c4c2730,孕晚期胎儿一天长多少克
Mbe66fdac8ed,怀孕一个月自然流产多久可以同房
Me2a764578a3,被空调吹的浑身难受怎么办
M014b76999c4,两岁宝宝发烧可以喝的电解水是哪一种
M4dc71ccdb49,血管瘤1.8X0.9血流强边界清地质软低回声
M0c954c5fb79,验孕棒多少天可以测出最短怀孕
Ma8767e7f4dd,造成中老年90%慢性病反反复复久治难愈的2大核心根源是什么
M376f33ea9b9,堵塞
Me05dd211176,小孩儿包茎几岁做手术比较好?
M5923b80f7ac,药流去医院的流程
M4eeb8045cd3,做宫颈切片手术多久能同房
M31acb3df6da,Hpv筛查之后多久同房
Mfa3a6c09fee,银杏叶对脑梗有好处吗
M27adfeca76a,儿童花粉过敏长大能好么
M4627b582d0e,女同房后下面有鼻涕状分泌物
Mf25a7650405,练吐纳能提高性功能吗
Mc7b93979c14,维u颠茄铝胶囊与枸橼酸铋钾
M26e91d327ee,三岁小孩发烧39度呕吐怎么办
M2106948237c,73岁老人嗜睡
M0310489911d,早上睡起来胃里有点发烧，上了厕所也不想吃饭，吃点祝消化的药，可以吗
Ma38b545c608,北京骨科最厉害三个医院
M86bea95aca2,我们身体里所有的细胞都有修复的机会吗
M5e694601ca9,国内肾病最好的医院排名
Mc674c0ab856,"已经体和阴道口痒,周围是什么病?"
M8364412072e,美琳达医院做生完孩子做什么
M66e5125e86f,中枢神经系统是包括什么
M3c60ca2495b,弘骨大结节骨折保守治疗四十天了早上起来一动还是疼手抬不起来伸不直活动还是
Mc99c86d7886,屁股上发炎有脓包怎么办
M990c88d85c5,西梅一天吃多少合适
Ma24643e6d2c,小孩高低肩是脊柱侧弯吗
M2b09049e7bb,肺活量正常范围是多少
M7d57fa46ca3,吃降压药什么吃时候吃早上吃还是晚上吃
M84156c9ea1e,同房后阴道瘙痒
Md6121419abc,宝宝发烧能用酒精退烧吗
Mdfbcef8a511,红外线对着宝宝有影响吗
Mccd8ad550b1,尿酸高不能吃什么
M2bd4777f9e9,土豆白菜，生菜，豆角，茄子这五个蔬菜不算垃圾，蔬菜吧，膳食纤维占比如何？对了，还有西兰花
M1c53c343aa4,老虎膏药的作用与功效
M5d44f1e62ad,阴道痒有什么穴位能艾灸吗
M779d278fc00,激素六项20岁能查吗
M97fa249b09f,打胎完一个月左右分泌黄色液体
M2daca8e992a,左江右八曲粉和
Mffa79a7a7a4,肝囊肿严重吗
Mb5c457577f6,90岁老人动脉血氧饱和度78严重吗?
M567275c796f,正常体温
Me7484912f36,神经病，脑残一言不合的智障
M12ce6938f98,夏天用暖宝宝敷膝盖好不好
Mb92ef795a5e,阴道炎刚好戴套同房可以吗
M61766de1c4c,自测是否怀孕的方法
Mec25a43ecb5,膝盖
Medf5acf11c1,灌南县体检中心电话号码
M75b27f8ba77,60岁每天慢跑的害处
Mab9f93328e8,有胆囊息肉，胆囊炎能吃花生米吗？
M8581147d4f0,子宫肌瘤多少mm以上建议手术
M3a645a128b2,达格列净药片掰开吃行吗
M8dade86c40d,诊所
M35295034661,孕育指南
Mf694b8cd583,"小孩子长出来几根白头发,去医院检查那一项"
Ma20289c8845,"45岁不来月经正常吗,需要治疗吗"
M829fbfcefce,这份报告是否严重
Mc46d978af78,永川哪个医院可做薄层CT吗
M4911118245e,囟门会随着宝宝增大而增大吗
Mc178d0cea93,女生172体重120斤算胖吗
Mf8af47abd2f,通窍鼻炎颗粒5岁儿童服用量
Mcde5d442ebe,草滩大兴医院地址在哪里
Mf64ef0d4748,风油精可以增强性功能吗
Mfa67509b8e9,生殖感染
M70217f24fad,蜂蜜的作用与功效
M1f35914d3ac,摘除子宫一个半月后尿检没问题但是内裤有一点点血渍
M0343e806505,医院病历科是干什么
M566e3c26c08,胸闷
M5486e28a5b0,儿童便秘有几种原因引起
Ma8dae86cc7d,山西做儿童包皮手术最好的医生
M899b78a3dfe,流行病防护指南
M17fe050f0ba,46岁男性性生活后右侧腰部隐隐钝痛
Mc610f63482a,北京第三人民医院擅长什么
M762c9c8b08f,胆囊切除后有什么影响
M4e8dcabbb6c,吃桑葚管什么用？
M631df5ed297,诺氟沙星胶囊
M45604e0a301,排卵期是怎么算的从哪天开始
Ma98ef5b32dd,微波治疗腋臭的弊端
M2eab47da957,扎风池穴和料子
M984a70c7d39,二型糖尿病
Mfaea43258fc,同房多久可以测出怀孕
M2786e8d264d,苏州神经医院在哪里
Mb2a1993a769,屁股大的女人生男孩吗
Mb1e66f82029,丹参滴丸
Md0f5bf88a68,小学生计数器珠子吞进肚子会拉出来吗
Mc1924228931,咳嗽挂哪个科室门诊
Mabe887e0f04,中耳炎术后3个月有点疼喝中药减轻了但是有点紧绷感是怎么回事
M085c4101519,严重吗？
Md81b048460d,贝达药业
Meecbabe53ff,西洋参泡水喝的正确方法
M55f95ba984b,孕七周某一天吃了杏仁腐突然肚子很疼
Me48ff925c7a,山西长治会有高原反应吗
M528b8afb39e,9岁女儿右脚经常弯曲疼痛是什么原因
M254ec31ed79,海参的作用和功效
Mc70faca4765,腰果作用与功效
M30021a9067b,13岁女孩出尿口
M27690cce0d4,备孕期间吃什么容易受孕
Me111d958f5a,闫梦薇 中日友好医院
M7c552d2b7a0,藏药
M8150e2f7f55,泸州中医医院与西南医科大学附属中医院什么关系
Mf3feee4b42a,当归的作用
M004b0dfd3aa,泰达国际心血管病医院
M7d5bd7e950c,孕酮正常值参考范围表
M1b8b8672b8b,我尿急了厕所了有人了我包臀裙子、黑丝袜、高跟鞋的、白色空姐衣服穿了，我想好尿出来了，厕所多多多多多多多人了，我走出厕所了，没有商店，我没有手机了，我没有包包了，我没有绿化带了，厕所前面是红绿灯路口了，
M182ceb18ffc,生成一期分析熬夜后头痛原因与缓解方法的播客，讲清睡眠不足、脱水、用眼过度和日常恢复建议。
Mb877c2f6d72,水飞蓟的作用
M53a971e4801,灵芝黄芪麦冬鹿茸石斛党参能不能配个单方泡酒
M1601595daab,中日友好医院
Mcd7a7e051da,保定市第一中心医院西院照片
Md2b44525ac2,肉苁蓉
Mc07431b32f5,糖尿病为啥不敢吃甜
M4791d593697,细胞
Ma6e6ca096b8,做手术有哪些医生在场
M564724fe626,肝功能正常甲胎蛋白30
M515cce191f2,中心医院陈华群一号下午门诊
Md4e8604c332,红花有什么功效
M96e392dce96,华西医院李春梦简介
M2ac62a3d854,腋下淋巴结肿大的图片
Mf019e330df6,孩子面色发白是怎么回事
M2226ec83e78,甘草的作用
M4bf44d3577b,能长多大
Mdfbfc886d8d,缺氧
M576075ab4fd,藿香清胃丸
M2df29574b01,舌头辣辣的感觉是胃病的表现吗
M78b5d12866c,辽宁省治肝腹水最好医院
M2515a79442a,疼痛
Mb4e8ede0cd5,吃完避孕药啥事没有正常吗
Mca06405ca4f,子宫肌瘤
Mcd073e8da64,"小孩嘴厉害,不服气好不好"
M360d2f70424,仁和元气茯苓八珍足贴有效吗
M9e33b38516f,黄精是管什么的
M53dece872b9,地屈孕酮的作用
Mf6d32ae6b4a,西洋参作用与功效
Mbd7df4191a9,成都第二人民医院草市街无法预约挂号
M44dceff40e7,6岁孩子早上起来口气重是什么原因
Md8627be1dde,罗汉果可以和什么一起煮水
M10448f59676,7岁孩子喝了一整袋二丁颗粒有事吗
M50379ed1500,如果头的早期症状是什么
M8d3bc165dbd,好苦
M046eb3ee6f4,11个月宝宝正常血红蛋白值是多少
M43a394840fd,降低脂蛋白a的药什么时候上市
Me8fdf9b6420,平泉县中医院陶艳秋
M07984eaa26f,郫都区西南兵工医院扩建项目
Mcdc79333e86,省立医院停车场电话
Me8357d2cf63,黄瓜的营养价值
M6578dad5748,怀孕六个月有点出血
M55a84dc184f,路洁医生妇产科
M24a18731293,用雌三醇软膏后能同房吗
Ma680e627059,有乳腺增生能不能怀孕
M8f9c3407d4b,怀孕后手腕上的脉搏跳动用眼能看到
M569314e7986,荞麦枕头真的可以养生吗
