科室,码,快照,query,PV归一
儿科,EK,助手随机1k,怎么才能骨龄不那么快,17.08
儿科,EK,助手随机1k,12岁孩子牙齿发黄，多久能改善,8.54
儿科,EK,助手语音头部1k,唐氏综合症,5.54
儿科,EK,助手语音1k,小孩肺炎能经常做雾化吗,10.0
儿科,EK,助手语音1k,宝宝37度还发烧吗,10.0
儿科,EK,助手语音1k,12岁小孩每次拉屎都没拉完难受,10.0
泌尿外科,WK_MN,2025搜索,尿路感染吃什么药好得快,7.33
泌尿外科,WK_MN,2025搜索,"肾囊肿是怎么回事,需要怎么治疗",3.94
泌尿外科,WK_MN,2025搜索,肾结石会有哪些症状,3.34
泌尿外科,WK_MN,2025搜索随机1w,尿是红色的是什么原因,10.57
泌尿外科,WK_MN,2025搜索随机1w,肾囊肿会自己消失吗,6.76
泌尿外科,WK_MN,2025搜索随机1w,包皮口狭窄怎么办,4.85
泌尿外科,WK_MN,2026搜索,尿路感染吃什么药好得快,8.18
泌尿外科,WK_MN,2026搜索,"肾囊肿是怎么回事,需要怎么治疗",4.19
泌尿外科,WK_MN,2026搜索,前列腺炎吃什么药效果好见效快,3.37
泌尿外科,WK_MN,2026搜索随机1w,排石颗粒对输尿管结石有用吗,21.15
泌尿外科,WK_MN,2026搜索随机1w,尿管结石是什么原因导致的,2.78
泌尿外科,WK_MN,2026搜索随机1w,男性排尿困难尿不出来是怎么回事,2.78
泌尿外科,WK_MN,助手头部1k,前列腺炎吃什么药,85.86
泌尿外科,WK_MN,助手头部1k,尿多是什么原因男性,21.47
泌尿外科,WK_MN,助手头部1k,包皮开裂,12.83
泌尿外科,WK_MN,助手随机1k,做的是前列腺根除术，保留了一边性神经,8.54
泌尿外科,WK_MN,助手随机1k,养我天赋对前列腺治疗有帮助吗？,8.54
泌尿外科,WK_MN,助手随机1k,前列安通胶囊的功效与作用,8.54
泌尿外科,WK_MN,助手语音头部1k,肾结石,18.59
泌尿外科,WK_MN,助手语音头部1k,前列腺炎,10.29
泌尿外科,WK_MN,助手语音头部1k,憋尿,6.33
泌尿外科,WK_MN,助手语音1k,前列腺内尿道肿瘤是膀胱癌还是前列腺还是尿道癌我现在前列腺炎有id as评分四,10.0
泌尿外科,WK_MN,助手语音1k,女性膀胱,10.0
泌尿外科,WK_MN,助手语音1k,不想起床直接尿床上,10.0
耳鼻咽喉科,EB,2025搜索,耳石症的症状有哪些表现,7.2
耳鼻咽喉科,EB,2025搜索,喝醋、吞饭可解鱼刺卡喉?无依据,5.15
耳鼻咽喉科,EB,2025搜索,耳石症,3.63
耳鼻咽喉科,EB,2025搜索随机1w,咽炎,102.5
耳鼻咽喉科,EB,2025搜索随机1w,喉咙疼吃什么药效果最好,58.3
耳鼻咽喉科,EB,2025搜索随机1w,流鼻血怎么排除白血病,14.54
耳鼻咽喉科,EB,2026搜索,耳石症的症状有哪些表现,8.03
耳鼻咽喉科,EB,2026搜索,鼻窦炎症状表现有哪些,4.52
耳鼻咽喉科,EB,2026搜索,"喉咙有异物感,咽部好像有东西堵塞",3.49
耳鼻咽喉科,EB,2026搜索随机1w,呋麻滴鼻液的作用和功效,44.53
耳鼻咽喉科,EB,2026搜索随机1w,鼻子不通气有黄色粘稠鼻涕,11.69
耳鼻咽喉科,EB,2026搜索随机1w,慢严舒柠咽炎片,7.79
耳鼻咽喉科,EB,助手头部1k,助听器价格,12.26
耳鼻咽喉科,EB,助手头部1k,耳石症,12.11
耳鼻咽喉科,EB,助手头部1k,鼻炎最有效的药,8.71
耳鼻咽喉科,EB,助手随机1k,银黄软胶囊的作用,17.08
耳鼻咽喉科,EB,助手随机1k,在学校宿舍里的时候，我记得有好几天早上我还会耳鸣，然后,8.54
耳鼻咽喉科,EB,助手随机1k,左侧鼻孔出气顺畅，呼吸吸气不通是什么原因？,8.54
耳鼻咽喉科,EB,助手语音头部1k,打喷嚏,18.2
耳鼻咽喉科,EB,助手语音头部1k,嗓子,16.22
耳鼻咽喉科,EB,助手语音头部1k,鼻炎,8.31
耳鼻咽喉科,EB,助手语音1k,鼻子老是长疮是怎么回事,10.0
耳鼻咽喉科,EB,助手语音1k,咽喉肿痛可以吃罗红霉素吗,10.0
耳鼻咽喉科,EB,助手语音1k,嗓子感觉有痰胸口有点堵怎么回,10.0
消化内科,NK_XH,2025搜索,总胆红素偏高说明什么,7.02
消化内科,NK_XH,2025搜索,奥美拉唑肠溶胶囊的作用与功效,6.47
消化内科,NK_XH,2025搜索,脂肪肝怎么消除最快最好方法,5.06
消化内科,NK_XH,2025搜索随机1w,转氨酶偏高说明身体哪有问题了,478.3
消化内科,NK_XH,2025搜索随机1w,消化内科主要检查哪些项目,44.5
消化内科,NK_XH,2025搜索随机1w,肚脐上面疼是怎么回事,38.92
消化内科,NK_XH,2026搜索,奥美拉唑肠溶胶囊的作用与功效,10.6
消化内科,NK_XH,2026搜索,胰腺炎的症状有哪些,6.1
消化内科,NK_XH,2026搜索,总胆红素偏高说明什么,5.34
消化内科,NK_XH,2026搜索随机1w,间接胆红素,35.07
消化内科,NK_XH,2026搜索随机1w,肚子有胀气是什么原因造成的,10.02
消化内科,NK_XH,2026搜索随机1w,嘴里发苦是什么原因,8.91
消化内科,NK_XH,助手头部1k,肠胃健康指南,67.61
消化内科,NK_XH,助手头部1k,放屁,14.17
消化内科,NK_XH,助手头部1k,胰腺炎的症状,9.21
消化内科,NK_XH,助手随机1k,暖胃舒乐片的功效,34.16
消化内科,NK_XH,助手随机1k,拉大便拉出血,17.08
消化内科,NK_XH,助手随机1k,脂肪肝逆转需要多久,17.08
消化内科,NK_XH,助手语音头部1k,奥美拉唑,20.18
消化内科,NK_XH,助手语音头部1k,放屁,18.99
消化内科,NK_XH,助手语音头部1k,恶心,15.43
消化内科,NK_XH,助手语音1k,胃有什么毛病挨饿,10.0
消化内科,NK_XH,助手语音1k,吃多了鹰嘴豆蛋白要吃什么能够化解,10.0
消化内科,NK_XH,助手语音1k,肠胃炎的症状,10.0
产科,FCK_CK,2025搜索,怀孕的最初征兆,6.9
产科,FCK_CK,2025搜索,怀孕多少天能查出来,4.3
产科,FCK_CK,2025搜索,怀孕初期症状有哪些征兆,3.26
产科,FCK_CK,2025搜索随机1w,怀孕牙疼怎么缓解疼痛,7.93
产科,FCK_CK,2025搜索随机1w,二杠一般有几周才出现,7.64
产科,FCK_CK,2025搜索随机1w,胎儿在肚子里一抖一抖的是在干嘛,5.73
产科,FCK_CK,2026搜索,怀孕的最初征兆,4.58
产科,FCK_CK,2026搜索,怀孕多少天能查出来,2.2
产科,FCK_CK,2026搜索,怀孕初期症状有哪些征兆,2.13
产科,FCK_CK,2026搜索随机1w,子痫前期,17.25
产科,FCK_CK,2026搜索随机1w,急产,6.68
产科,FCK_CK,2026搜索随机1w,剖腹产手术全过程,5.01
产科,FCK_CK,助手头部1k,怀孕,28.46
产科,FCK_CK,助手头部1k,奶胀起来不要太胀,15.01
产科,FCK_CK,助手头部1k,母乳喂养,14.74
产科,FCK_CK,助手随机1k,末次月经2025年11月27日到今天为止怀孕多少周,17.08
产科,FCK_CK,助手随机1k,35周孕妇体重多少正常,8.54
产科,FCK_CK,助手随机1k,49岁怀孕需要做什么检查,8.54
产科,FCK_CK,助手语音头部1k,怀孕,27.69
产科,FCK_CK,助手语音头部1k,剖腹产,20.57
产科,FCK_CK,助手语音头部1k,生孩子,8.31
产科,FCK_CK,助手语音1k,剖腹产多少天可以做发汗是拿药做还是什么时候做,10.0
产科,FCK_CK,助手语音1k,高龄产妇会不会对小孩的智商遗传有影响,10.0
产科,FCK_CK,助手语音1k,24周出血了要不要,10.0
普通外科,WK_PW,2025搜索,乳头疼是怎么回事一碰就疼,6.17
普通外科,WK_PW,2025搜索,甲状腺结节,5.71
普通外科,WK_PW,2025搜索,痔疮肉球突出怎么消除,5.37
普通外科,WK_PW,2025搜索随机1w,痔疮膏,22.62
普通外科,WK_PW,2025搜索随机1w,腋下淋巴结肿大的图片,20.27
普通外科,WK_PW,2025搜索随机1w,胆囊的功能和作用,11.31
普通外科,WK_PW,2026搜索,胆囊炎的症状是哪里疼,6.34
普通外科,WK_PW,2026搜索,痔疮肉球突出怎么消除,6.02
普通外科,WK_PW,2026搜索,乳头疼是怎么回事一碰就疼,5.13
普通外科,WK_PW,2026搜索随机1w,乳腺抽痛是什么原因,11.69
普通外科,WK_PW,2026搜索随机1w,肛周脓肿症状,11.69
普通外科,WK_PW,2026搜索随机1w,痔疮手术后长肉芽的图片,4.45
普通外科,WK_PW,助手头部1k,胆结石禁吃一览表,91.06
普通外科,WK_PW,助手头部1k,甲状腺结节,11.0
普通外科,WK_PW,助手头部1k,痔疮,9.78
普通外科,WK_PW,助手随机1k,肌间静脉血栓,34.16
普通外科,WK_PW,助手随机1k,除了热敷，还有什么方法能加快淤青消退,17.08
普通外科,WK_PW,助手随机1k,离婚对乳房有直接影响吗,8.54
普通外科,WK_PW,助手语音头部1k,痔疮,48.66
普通外科,WK_PW,助手语音头部1k,阑尾炎,18.99
普通外科,WK_PW,助手语音头部1k,静脉曲张,15.03
普通外科,WK_PW,助手语音1k,阑尾炎穿孔化脓术后第20,10.0
普通外科,WK_PW,助手语音1k,老年女性痔疮手术50天可以,10.0
普通外科,WK_PW,助手语音1k,静脉血栓的最快消除方法,10.0
骨科,WK_GK,2025搜索,脚后跟疼是怎么回事什么原因,6.17
骨科,WK_GK,2025搜索,腰椎间盘突出最好的治疗方法,5.67
骨科,WK_GK,2025搜索,肩周炎怎么治疗最快最好,3.47
骨科,WK_GK,2025搜索随机1w,股骨头坏死最佳治疗方案,65.2
骨科,WK_GK,2025搜索随机1w,胯骨和大腿的连接处疼怎么回事,35.54
骨科,WK_GK,2025搜索随机1w,坐骨神经痛痛点位置图,11.9
骨科,WK_GK,2026搜索,腰椎间盘突出最好的治疗方法,6.79
骨科,WK_GK,2026搜索,脚后跟疼是怎么回事什么原因,6.34
骨科,WK_GK,2026搜索,膝盖疼痛可能有三种病的预兆,4.26
骨科,WK_GK,2026搜索随机1w,"中老年人骨关节反复疼痛,骨质疏松怎么办",14.47
骨科,WK_GK,2026搜索随机1w,腿肚子胀痛什么原因,8.91
骨科,WK_GK,2026搜索随机1w,脚背疼是怎么回事不红不肿就是疼,7.79
骨科,WK_GK,助手头部1k,腰椎间盘突出,10.5
骨科,WK_GK,助手头部1k,肩周炎最好的治疗方法,9.28
骨科,WK_GK,助手头部1k,骨头坏死前兆,7.87
骨科,WK_GK,助手随机1k,白云山颈椎贴怎么样,25.62
骨科,WK_GK,助手随机1k,脚后跟脚底板疼,17.08
骨科,WK_GK,助手随机1k,扭到脖子怎么办,17.08
骨科,WK_GK,助手语音头部1k,腱鞘炎,24.13
骨科,WK_GK,助手语音头部1k,肩周炎,12.26
骨科,WK_GK,助手语音头部1k,颈椎病,11.08
骨科,WK_GK,助手语音1k,肩袖修复手术4个月后仍感觉里面酸胀这正常吗,10.0
骨科,WK_GK,助手语音1k,肩膀活动不受限不动也疼在静止情况下哎,10.0
骨科,WK_GK,助手语音1k,用于治疗腰间盘突出的消炎药,10.0
血液内科,NK_XY,2025搜索,白细胞高是怎么回事,5.92
血液内科,NK_XY,2025搜索,白血病的早期症状和前兆,5.28
血液内科,NK_XY,2025搜索,淋巴细胞百分比偏高是什么意思,4.31
血液内科,NK_XY,2025搜索随机1w,贫血标准分级,2.79
血液内科,NK_XY,2025搜索随机1w,白细胞和红细胞都低怎么回事,2.5
血液内科,NK_XY,2025搜索随机1w,o型血和什么血型生出A型血,1.76
血液内科,NK_XY,2026搜索,血小板低是什么原因导致的,4.95
血液内科,NK_XY,2026搜索,贫血吃什么补血效果最好最快,4.68
血液内科,NK_XY,2026搜索,白血病的早期症状和前兆,4.41
血液内科,NK_XY,2026搜索随机1w,皮下出血是什么原因,2.78
血液内科,NK_XY,2026搜索随机1w,铁蛋白挂什么科室,2.23
血液内科,NK_XY,2026搜索随机1w,红细胞偏低什么意思,2.23
血液内科,NK_XY,助手头部1k,铁元素在血液中起到哪些作用？,7.94
血液内科,NK_XY,助手头部1k,贫血吃什么补血,5.5
血液内科,NK_XY,助手头部1k,血小板低是什么原因导致的,4.81
血液内科,NK_XY,助手语音头部1k,贫血,9.5
血液内科,NK_XY,助手语音1k,红小细胞和红小蛋白高一点点有什么影响,10.0
血液内科,NK_XY,助手语音1k,复方阿胶浆治什么,10.0
血液内科,NK_XY,助手语音1k,吃一种蚕豆病会不会吃,10.0
肿瘤科,ZL,2025搜索,宫颈癌的早期症状表现有哪些,5.68
肿瘤科,ZL,2025搜索,乳腺癌的早期症状和前兆,5.52
肿瘤科,ZL,2025搜索,肺癌的早期症状,5.19
肿瘤科,ZL,2025搜索随机1w,肺腺癌是什么意思,11.16
肿瘤科,ZL,2025搜索随机1w,伽马刀是什么哪些肿瘤适合做,11.01
肿瘤科,ZL,2025搜索随机1w,瑞维鲁胺片的功效及副作用,6.9
肿瘤科,ZL,2026搜索,胃癌的早期症状和前兆,5.65
肿瘤科,ZL,2026搜索,肺癌的早期症状及表现,5.51
肿瘤科,ZL,2026搜索,乳腺癌的早期症状和前兆,5.25
肿瘤科,ZL,2026搜索随机1w,舌癌的寿命一般几年,10.02
肿瘤科,ZL,2026搜索随机1w,耳癌的早期症状和前兆,10.02
肿瘤科,ZL,2026搜索随机1w,肠癌细条便图片,5.01
肿瘤科,ZL,助手头部1k,中药治疗肿瘤有效吗,80.59
肿瘤科,ZL,助手头部1k,肿瘤介入治疗是一种什么治疗,43.31
肿瘤科,ZL,助手头部1k,介入栓塞治疗肿瘤有效果吗,27.2
肿瘤科,ZL,助手随机1k,乳腺癌术后多久可以吃深海鱼,17.08
肿瘤科,ZL,助手随机1k,肝癌早期发现后，生存期有多长,17.08
肿瘤科,ZL,助手随机1k,MSI-H和PTEN突变对预后有何影响,8.54
肿瘤科,ZL,助手语音头部1k,癌症,17.8
肿瘤科,ZL,助手语音头部1k,肿瘤,10.29
肿瘤科,ZL,助手语音头部1k,马齿苋对肿瘤的作用,6.73
肿瘤科,ZL,助手语音1k,肠癌会引起水肿吗,10.0
肿瘤科,ZL,助手语音1k,放疗最难熬的三个阶段,10.0
肿瘤科,ZL,助手语音1k,宫颈癌和子宫内膜间质肉瘤1b期哪个更厉害,10.0
呼吸内科,NK_HX,2025搜索,血氧饱和度正常值是多少,5.09
呼吸内科,NK_HX,2025搜索,胸闷气短胸口堵得慌怎么回事,4.29
呼吸内科,NK_HX,2025搜索,肺部结节是怎么回事,4.06
呼吸内科,NK_HX,2025搜索随机1w,支气管炎的症状和表现,28.49
呼吸内科,NK_HX,2025搜索随机1w,咳嗽吃什么药,19.83
呼吸内科,NK_HX,2025搜索随机1w,感冒能喝牛奶吗,14.69
呼吸内科,NK_HX,2026搜索,复方氨酚烷胺胶囊的作用与功效,6.14
呼吸内科,NK_HX,2026搜索,血氧饱和度正常值是多少,4.53
呼吸内科,NK_HX,2026搜索,咳嗽怎么治最快最有效,4.42
呼吸内科,NK_HX,2026搜索随机1w,断崖式戒烟会引起身上什么反应,7.79
呼吸内科,NK_HX,2026搜索随机1w,雾霾会影响什么,7.24
呼吸内科,NK_HX,2026搜索随机1w,布地奈德福莫特罗吸入粉雾剂的副作用多久会消失,6.68
呼吸内科,NK_HX,助手头部1k,无创呼吸机,45.15
呼吸内科,NK_HX,助手头部1k,肺结节吃什么消结节最快最好,14.48
呼吸内科,NK_HX,助手头部1k,家庭呼吸机,10.12
呼吸内科,NK_HX,助手随机1k,如何判断磨玻璃结节是良性还是恶性,17.08
呼吸内科,NK_HX,助手随机1k,肺结节患者有哪些饮食禁忌,17.08
呼吸内科,NK_HX,助手随机1k,感冒了可以吃葡萄吗？,17.08
呼吸内科,NK_HX,助手语音头部1k,咳嗽,81.9
呼吸内科,NK_HX,助手语音头部1k,感冒,16.62
呼吸内科,NK_HX,助手语音头部1k,憋气,13.85
呼吸内科,NK_HX,助手语音1k,白肺是怎样防治,10.0
呼吸内科,NK_HX,助手语音1k,感冒淌鼻涕嗓子疼咳嗽干咳嗽吃什么药好,10.0
呼吸内科,NK_HX,助手语音1k,吃维生素c对感冒有帮助吗,10.0
检验影像病理,JC,2025搜索,超敏c反应蛋白高说明什么问题,4.98
检验影像病理,JC,2025搜索,c反应蛋白高说明什么,4.93
检验影像病理,JC,2025搜索,尿酸标准多少正常,4.83
检验影像病理,JC,2025搜索随机1w,白细胞2个加号是什么意思,22.91
检验影像病理,JC,2025搜索随机1w,红细胞压积偏高预示着什么疾病,17.48
检验影像病理,JC,2025搜索随机1w,宫颈刮片检查是什么意思,12.19
检验影像病理,JC,2026搜索,c反应蛋白高说明什么问题,4.11
检验影像病理,JC,2026搜索,尿酸标准多少正常,4.01
检验影像病理,JC,2026搜索,糖化血红蛋白是查什么的,3.83
检验影像病理,JC,2026搜索随机1w,心脏彩超fs值的正常值及意义,5.01
检验影像病理,JC,2026搜索随机1w,肌酐什么意思,4.45
检验影像病理,JC,2026搜索随机1w,血常规白细胞多少正常,4.45
检验影像病理,JC,助手头部1k,拍胸片是否脱上衣,28.23
检验影像病理,JC,助手头部1k,人dna与rna的杂交,10.69
检验影像病理,JC,助手头部1k,同型半胱氨酸,7.22
检验影像病理,JC,助手随机1k,血小板压低怎么回事,34.16
检验影像病理,JC,助手随机1k,阴道镜检查前需要做哪些准备,34.16
检验影像病理,JC,助手随机1k,头部核磁共振,17.08
检验影像病理,JC,助手语音头部1k,肝脏的2种转氨酶分别是什么,86.64
检验影像病理,JC,助手语音头部1k,磁共振,12.66
检验影像病理,JC,助手语音头部1k,肝脏的2种转氨酶是什么,10.29
检验影像病理,JC,助手语音1k,手表测血糖是什么原理准不准,10.0
检验影像病理,JC,助手语音1k,单核细胞异常需要多久复查,10.0
检验影像病理,JC,助手语音1k,肝胆有毛病需要做CT还是彩超,10.0
眼科,YK,2025搜索,眼睛模糊看不清是怎么回事,4.68
眼科,YK,2025搜索,眼睛痒是怎么回事越揉越痒,3.87
眼科,YK,2025搜索,青光眼的症状和表现是什么,2.96
眼科,YK,2025搜索随机1w,白内障症状主要表现,122.18
眼科,YK,2025搜索随机1w,弱视,60.94
眼科,YK,2025搜索随机1w,眼花了怎么办最有效的方法,9.99
眼科,YK,2026搜索,眼睛模糊看不清是怎么回事,4.55
眼科,YK,2026搜索,眼睛肿眼皮肿是怎么回事啊,2.87
眼科,YK,2026搜索,青光眼的症状和表现是什么,2.79
眼科,YK,2026搜索随机1w,4.2视力相当于多少度,5.57
眼科,YK,2026搜索随机1w,起针眼怎么办最快的消肿方法,5.57
眼科,YK,2026搜索随机1w,复方磺胺甲恶唑钠滴眼液,3.34
眼科,YK,助手头部1k,弱视眼睛能治好吗,18.41
眼科,YK,助手头部1k,成人三级视功能还能恢复吗,10.92
眼科,YK,助手头部1k,成人三级视功能恢复要多久,9.74
眼科,YK,助手随机1k,普拉洛芬滴眼液作用,111.02
眼科,YK,助手随机1k,老拔云堂眼膏有副作用吗,17.08
眼科,YK,助手随机1k,刚睡醒视线一闪一闪的算吗？,8.54
眼科,YK,助手语音头部1k,眼保健操,17.41
眼科,YK,助手语音头部1k,白内障,9.1
眼科,YK,助手语音头部1k,眼睛模糊,5.54
眼科,YK,助手语音1k,眼睛出现飞蚊症和小点黑影是什么原因,10.0
眼科,YK,助手语音1k,眼睛视物模糊长眼屎眼角外眼角发痒发红,10.0
眼科,YK,助手语音1k,眼皮底下冒贴的紫一片怎么回事,10.0
肾内科,NK_SN,2025搜索,肌酐高了会出现什么问题,4.09
肾内科,NK_SN,2025搜索,肾衰竭的早期症状表现,3.7
肾内科,NK_SN,2025搜索,尿液发黄是什么原因,3.61
肾内科,NK_SN,2025搜索随机1w,肌酐高了会出现什么问题,584.48
肾内科,NK_SN,2025搜索随机1w,血液净化的好处与坏处,14.98
肾内科,NK_SN,2025搜索随机1w,蛋白尿吃什么药,2.5
肾内科,NK_SN,2026搜索,肌酐高怎么回事,7.97
肾内科,NK_SN,2026搜索,尿毒症的早期症状有哪些,6.66
肾内科,NK_SN,2026搜索,肾衰竭的早期症状表现,3.09
肾内科,NK_SN,2026搜索随机1w,人促红素注射剂说明书,10.02
肾内科,NK_SN,2026搜索随机1w,肾解剖,2.78
肾内科,NK_SN,2026搜索随机1w,体检尿液粘液丝高怎么回事,2.78
肾内科,NK_SN,助手头部1k,肌酐高怎么回事,8.21
肾内科,NK_SN,助手随机1k,一种这种情况已经持续了，有差不多一个月了吧，因为夏天，然后穿凉鞋嘛，然后就突然之间发现脚面肿起来了，正常鞋不好穿了，然后但是那时候就是硬塞进其他的鞋紧的以后，然后就发现脚面会勒出那种痕迹，就没太在意，然后发现脚越来越胖，因为春夏天一直穿凉鞋，然后就是穿不进去，腿一直都很胖啊，刚刚试了一下，下面就是小腿，这里我用力按了一下，有个坑洞等了有十几秒，还是坑洞还在那里，就是差不多要20秒的话，可能才恢复正常,8.54
肾内科,NK_SN,助手随机1k,人造肾脏的临床试验进展如何,8.54
肾内科,NK_SN,助手随机1k,在装很多水的尿盆里小区便的泡沫很快消失但在都是尿液的盆里小便泡沫散去很慢，这正常吗,8.54
肾内科,NK_SN,助手语音头部1k,肾功能,5.14
肾内科,NK_SN,助手语音头部1k,60-70岁肌酐标准,5.14
肾内科,NK_SN,助手语音头部1k,透析,4.75
肾内科,NK_SN,助手语音1k,糖尿病高血压和肾功能不全能喝红豆薏米芡实茯苓茶吗,10.0
肾内科,NK_SN,助手语音1k,口渴水喝的再多怎么没有什么小便呢,10.0
肾内科,NK_SN,助手语音1k,肾功能不好的人为什么不能用铝合金炒锅好,10.0
风湿免疫科,NK_FS,2025搜索,痛风忌口不能吃什么东西,3.78
风湿免疫科,NK_FS,2025搜索,非布司他片的功效与作用,3.14
风湿免疫科,NK_FS,2025搜索,痛风的症状有哪些表现,3.13
风湿免疫科,NK_FS,2025搜索随机1w,类风湿性关节炎诊断标准,8.96
风湿免疫科,NK_FS,2025搜索随机1w,痛风图片,5.14
风湿免疫科,NK_FS,2025搜索随机1w,痛风结晶挤出来图片,3.08
风湿免疫科,NK_FS,2026搜索,非布司他片的功效与作用,4.04
风湿免疫科,NK_FS,2026搜索,红斑狼疮是什么症状早期图片,3.83
风湿免疫科,NK_FS,2026搜索,痛风的症状有哪些表现,3.16
风湿免疫科,NK_FS,2026搜索随机1w,痛风发作吃什么药最好效果好得快,27.27
风湿免疫科,NK_FS,2026搜索随机1w,痛风影响性功能吗男,3.9
风湿免疫科,NK_FS,2026搜索随机1w,成年男性尿酸,2.78
风湿免疫科,NK_FS,助手头部1k,痛风的快速止痛的方法,18.64
风湿免疫科,NK_FS,助手头部1k,痛风忌口不能吃什么东西,6.34
风湿免疫科,NK_FS,助手头部1k,痛风关节炎肿胀怎么快速消除,6.26
风湿免疫科,NK_FS,助手随机1k,土豆对高尿酸的人有没有影响？,8.54
风湿免疫科,NK_FS,助手随机1k,如何判断自己免疫力是否过强,8.54
风湿免疫科,NK_FS,助手随机1k,强直性脊柱炎严重会怎么样,8.54
风湿免疫科,NK_FS,助手语音头部1k,痛风,7.52
风湿免疫科,NK_FS,助手语音头部1k,红斑狼疮,5.93
风湿免疫科,NK_FS,助手语音头部1k,非布司他,5.54
风湿免疫科,NK_FS,助手语音1k,总是感觉手指关节肿胀紧绷是什么原因呢,10.0
风湿免疫科,NK_FS,助手语音1k,类风湿好瞧吗,10.0
风湿免疫科,NK_FS,助手语音1k,痛风可以吃葡萄吗,10.0
心胸外科,WK_XX,2025搜索,肺结节多少mm以上建议手术,3.36
心胸外科,WK_XX,2025搜索,主动脉夹层,0.78
心胸外科,WK_XX,2025搜索,漏斗胸,0.49
心胸外科,WK_XX,2025搜索随机1w,肺摘除一叶对身体有什么影响,0.29
心胸外科,WK_XX,2025搜索随机1w,胸骨内凹是什么情况,0.29
心胸外科,WK_XX,2025搜索随机1w,切掉半边肺后对身体有什么影响吗,0.29
心胸外科,WK_XX,2026搜索,肺结节多少mm以上建议手术,2.86
心胸外科,WK_XX,2026搜索,人工心脏,1.94
心胸外科,WK_XX,2026搜索,人工心脏可以维持几年,1.01
心胸外科,WK_XX,2026搜索随机1w,心脏搭桥手术是大手术吗,2.23
心胸外科,WK_XX,2026搜索随机1w,心脏搭桥手术后几个月可以不戴护胸带,1.11
心胸外科,WK_XX,2026搜索随机1w,肺结节做完手术一个月可以吃煎饼吗,0.56
心胸外科,WK_XX,助手头部1k,肺结节大于多少mm需要手术,4.47
心胸外科,WK_XX,助手随机1k,做了肺结节手术可以去海拔高的地方吗,8.54
心胸外科,WK_XX,助手随机1k,帮我画 肋弓凹陷图片,8.54
心胸外科,WK_XX,助手随机1k,心脏搭桥手术之后，为什么没有食欲？,8.54
心胸外科,WK_XX,助手语音1k,37岁的男孩子心脏瓣膜修复修复刚手术后可以吃羊肚菌和干贝炖瘦肉吗,10.0
非医疗内容,FYL,2025搜索,朱砂手链的功效与作用佩戴禁忌,3.23
非医疗内容,FYL,2025搜索,常山药业,2.99
非医疗内容,FYL,2025搜索,永安药业,2.9
非医疗内容,FYL,2025搜索随机1w,积积通肤肤免费网站大全,6.31
非医疗内容,FYL,2025搜索随机1w,大肠杆菌是真核还是原核,6.17
非医疗内容,FYL,2025搜索随机1w,副猪嗜血杆菌病症状治疗方法,4.41
非医疗内容,FYL,2026搜索,太极实业,28.71
非医疗内容,FYL,2026搜索,药明康德,7.35
非医疗内容,FYL,2026搜索,海南海药,4.51
非医疗内容,FYL,2026搜索随机1w,双甲脒的作用与功效,15.03
非医疗内容,FYL,2026搜索随机1w,猪反复发烧打针就退了又烧咋回事,3.9
非医疗内容,FYL,2026搜索随机1w,防御性医疗,3.34
非医疗内容,FYL,助手头部1k,内裤变细窄小,11.84
非医疗内容,FYL,助手头部1k,内裤变小,11.08
非医疗内容,FYL,助手头部1k,不小心浏览了不良网站怎么办？需要立即采取哪些安全措施来预防风险？,10.39
非医疗内容,FYL,助手随机1k,七堡二线五年陈皮什么价位,8.54
非医疗内容,FYL,助手随机1k,羽毛上有红斑怎么回事,8.54
非医疗内容,FYL,助手随机1k,深色包裹体位置影响佩戴吗,8.54
非医疗内容,FYL,助手语音头部1k,太极实业,23.34
非医疗内容,FYL,助手语音头部1k,药明康德,15.83
非医疗内容,FYL,助手语音头部1k,太极集团,14.64
非医疗内容,FYL,助手语音1k,萝卜刚出来就裂皮要警惕四种病,10.0
非医疗内容,FYL,助手语音1k,亨迪药业制剂的销售额,10.0
非医疗内容,FYL,助手语音1k,给母猪清宫用鱼腥草配什么药,10.0
烧伤整形科,WK_SZ,2025搜索,烫伤起水泡用什么方法好的最快,2.44
烧伤整形科,WK_SZ,2025搜索,烫伤抹什么药膏好得快,1.16
烧伤整形科,WK_SZ,2025搜索,烫伤起泡怎么办最快最有效,1.06
烧伤整形科,WK_SZ,2025搜索随机1w,烧伤皮肤恢复的最快方法,35.69
烧伤整形科,WK_SZ,2025搜索随机1w,被烫了家里没药怎么办,1.03
烧伤整形科,WK_SZ,2025搜索随机1w,烫伤怎么治疗,0.73
烧伤整形科,WK_SZ,2026搜索,烫伤起水泡用什么方法好的最快,1.61
烧伤整形科,WK_SZ,2026搜索,烫伤抹什么药膏好得快,0.97
烧伤整形科,WK_SZ,2026搜索,烫伤起泡怎么办最快最有效,0.88
烧伤整形科,WK_SZ,2026搜索随机1w,脸上烫了一小块皮会留疤吗,1.11
烧伤整形科,WK_SZ,2026搜索随机1w,烫伤分度口诀一度红二度水泡,1.11
烧伤整形科,WK_SZ,2026搜索随机1w,水蒸气烫伤怎么可以不留黑心印子,1.11
烧伤整形科,WK_SZ,助手头部1k,巨乳症,5.61
烧伤整形科,WK_SZ,助手头部1k,烫伤怎么处理,5.42
烧伤整形科,WK_SZ,助手语音头部1k,烫伤,12.66
