外层,外层名,快照,source,n,内层,内层名,条数,占比%,95CI低%,95CI高%
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,21,保险公司电话查询,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,9,贷款提前还款查询,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,70,查询定期存款利率,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,1,查询300开头股票代码与行情,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,35,货币兑换金额换算查询,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,6,查询股票代码与指数信息,5,0.81,0.35,1.89
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,7,基金净值查询,4,0.65,0.25,1.66
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,28,股指行情查询,3,0.49,0.17,1.42
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,47,查询办理信用卡业务,3,0.49,0.17,1.42
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,22,查询科技股与科创板信息,3,0.49,0.17,1.42
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,45,查询股份公司及股票信息,3,0.49,0.17,1.42
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,54,建设银行网点与服务查询,3,0.49,0.17,1.42
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,20,查询交强险保费、赔偿与投保规定,2,0.32,0.09,1.18
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,64,查询金融业务数值与代码,2,0.32,0.09,1.18
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,63,查询价格走势图,2,0.32,0.09,1.18
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,2,证券代码信息查询,2,0.32,0.09,1.18
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,67,贷款月供计算,2,0.32,0.09,1.18
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,24,证券股吧查询,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,55,银行客服电话查询,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,14,个人征信报告查询与影响咨询,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,0,股票代码查询,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,58,查询黄金价格,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,33,查询人民币兑外币汇率,1,0.16,0.03,0.91
OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,2025search_rand,616,68,利率查询与计算,1,0.16,0.03,0.91
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,11,查询金融术语含义,224,21.6,19.2,24.21
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,30,股票行情与选股建议查询,149,14.37,12.36,16.63
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,8,查询贷款信息,52,5.01,3.84,6.52
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,10,查询转账与账户业务可行性,51,4.92,3.76,6.41
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,18,查询保险相关业务,48,4.63,3.51,6.08
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,14,个人征信报告查询与影响咨询,46,4.44,3.34,5.87
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,49,银行信息查询,38,3.66,2.68,4.99
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,12,金融业务操作与问题处理方法查询,35,3.38,2.44,4.66
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,65,计算存贷款利息,30,2.89,2.03,4.1
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,7,基金净值查询,28,2.7,1.87,3.87
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,19,车险购买与理赔咨询,25,2.41,1.64,3.53
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,47,查询办理信用卡业务,22,2.12,1.41,3.19
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,25,查询股票信息,18,1.74,1.1,2.73
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,17,查询保险公司信息,17,1.64,1.03,2.61
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,43,支付方式使用与设置查询,17,1.64,1.03,2.61
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,48,银行卡业务查询与办理指导,16,1.54,0.95,2.49
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,70,查询定期存款利率,13,1.25,0.73,2.13
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,28,股指行情查询,13,1.25,0.73,2.13
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,68,利率查询与计算,12,1.16,0.66,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,31,查询财经门户与市场行情,12,1.16,0.66,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,32,证券股票信息查询,12,1.16,0.66,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,13,花呗操作查询,12,1.16,0.66,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,33,查询人民币兑外币汇率,11,1.06,0.59,1.89
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,20,查询交强险保费、赔偿与投保规定,10,0.96,0.52,1.77
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,36,人民币及货币信息查询,10,0.96,0.52,1.77
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,71,查询价格与金额,10,0.96,0.52,1.77
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,44,支付宝相关操作查询,9,0.87,0.46,1.64
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,22,查询科技股与科创板信息,9,0.87,0.46,1.64
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,27,查询市场行情,8,0.77,0.39,1.51
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,64,查询金融业务数值与代码,8,0.77,0.39,1.51
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,58,查询黄金价格,7,0.68,0.33,1.39
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,53,中国银行服务信息查询,7,0.68,0.33,1.39
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,67,贷款月供计算,6,0.58,0.27,1.26
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,9,贷款提前还款查询,6,0.58,0.27,1.26
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,50,农业银行及农村信用社服务信息查询,6,0.58,0.27,1.26
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,45,查询股份公司及股票信息,5,0.48,0.21,1.12
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,16,查询人寿保险相关业务信息,4,0.39,0.15,0.99
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,21,保险公司电话查询,4,0.39,0.15,0.99
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,35,货币兑换金额换算查询,4,0.39,0.15,0.99
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,60,市场价格行情查询,3,0.29,0.1,0.85
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,15,查询借款平台正规性,3,0.29,0.1,0.85
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,63,查询价格走势图,3,0.29,0.1,0.85
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,66,金融行情数据查询,3,0.29,0.1,0.85
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,59,实时行情查询,2,0.19,0.05,0.7
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,54,建设银行网点与服务查询,2,0.19,0.05,0.7
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,34,查询美元兑日元汇率,2,0.19,0.05,0.7
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,1,查询300开头股票代码与行情,2,0.19,0.05,0.7
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,52,下载安装金融类App,1,0.1,0.02,0.54
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,72,金融代码查询,1,0.1,0.02,0.54
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,2025search_rand,1037,62,查询金价,1,0.1,0.02,0.54
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,35,货币兑换金额换算查询,319,54.62,50.57,58.62
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,33,查询人民币兑外币汇率,117,20.03,16.99,23.47
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,36,人民币及货币信息查询,46,7.88,5.96,10.35
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,34,查询美元兑日元汇率,37,6.34,4.63,8.61
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,39,货币兑换查询,17,2.91,1.83,4.61
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,6,查询股票代码与指数信息,13,2.23,1.31,3.77
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,71,查询价格与金额,9,1.54,0.81,2.9
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,64,查询金融业务数值与代码,5,0.86,0.37,1.99
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,66,金融行情数据查询,5,0.86,0.37,1.99
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,72,金融代码查询,4,0.68,0.27,1.75
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,1,查询300开头股票代码与行情,3,0.51,0.17,1.5
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,0,股票代码查询,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,49,银行信息查询,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,53,中国银行服务信息查询,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,58,查询黄金价格,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,63,查询价格走势图,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,68,利率查询与计算,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,67,贷款月供计算,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,50,农业银行及农村信用社服务信息查询,1,0.17,0.03,0.96
FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,2025search_rand,584,59,实时行情查询,1,0.17,0.03,0.96
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,30,股票行情与选股建议查询,73,26.74,21.84,32.29
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,66,金融行情数据查询,48,17.58,13.53,22.54
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,31,查询财经门户与市场行情,22,8.06,5.38,11.9
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,22,查询科技股与科创板信息,19,6.96,4.5,10.61
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,45,查询股份公司及股票信息,13,4.76,2.8,7.98
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,17,查询保险公司信息,9,3.3,1.74,6.15
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,72,金融代码查询,6,2.2,1.01,4.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,65,计算存贷款利息,6,2.2,1.01,4.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,25,查询股票信息,6,2.2,1.01,4.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,32,证券股票信息查询,5,1.83,0.78,4.22
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,8,查询贷款信息,5,1.83,0.78,4.22
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,10,查询转账与账户业务可行性,5,1.83,0.78,4.22
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,18,查询保险相关业务,4,1.47,0.57,3.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,26,查询个股股票行情与股吧讨论,4,1.47,0.57,3.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,0,股票代码查询,4,1.47,0.57,3.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,53,中国银行服务信息查询,4,1.47,0.57,3.71
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,49,银行信息查询,3,1.1,0.37,3.18
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,60,市场价格行情查询,3,1.1,0.37,3.18
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,27,查询市场行情,3,1.1,0.37,3.18
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,23,科技类股票信息查询,3,1.1,0.37,3.18
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,36,人民币及货币信息查询,2,0.73,0.2,2.63
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,58,查询黄金价格,2,0.73,0.2,2.63
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,1,查询300开头股票代码与行情,2,0.73,0.2,2.63
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,71,查询价格与金额,2,0.73,0.2,2.63
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,13,花呗操作查询,2,0.73,0.2,2.63
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,7,基金净值查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,73,证券代码信息查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,11,查询金融术语含义,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,2,证券代码信息查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,70,查询定期存款利率,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,24,证券股吧查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,12,金融业务操作与问题处理方法查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,19,车险购买与理赔咨询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,62,查询金价,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,50,农业银行及农村信用社服务信息查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,14,个人征信报告查询与影响咨询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,16,查询人寿保险相关业务信息,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,47,查询办理信用卡业务,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,6,查询股票代码与指数信息,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,54,建设银行网点与服务查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,15,查询借款平台正规性,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,28,股指行情查询,1,0.37,0.06,2.05
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,2025search_rand,273,63,查询价格走势图,1,0.37,0.06,2.05
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,30,股票行情与选股建议查询,77,41.4,34.56,48.58
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,25,查询股票信息,16,8.6,5.36,13.52
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,7,基金净值查询,10,5.38,2.95,9.61
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,66,金融行情数据查询,9,4.84,2.57,8.94
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,17,查询保险公司信息,9,4.84,2.57,8.94
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,45,查询股份公司及股票信息,8,4.3,2.2,8.26
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,12,金融业务操作与问题处理方法查询,7,3.76,1.83,7.56
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,10,查询转账与账户业务可行性,6,3.23,1.49,6.86
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,22,查询科技股与科创板信息,4,2.15,0.84,5.4
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,31,查询财经门户与市场行情,4,2.15,0.84,5.4
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,58,查询黄金价格,4,2.15,0.84,5.4
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,63,查询价格走势图,4,2.15,0.84,5.4
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,71,查询价格与金额,3,1.61,0.55,4.63
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,19,车险购买与理赔咨询,3,1.61,0.55,4.63
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,28,股指行情查询,2,1.08,0.3,3.84
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,27,查询市场行情,2,1.08,0.3,3.84
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,32,证券股票信息查询,2,1.08,0.3,3.84
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,72,金融代码查询,2,1.08,0.3,3.84
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,64,查询金融业务数值与代码,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,1,查询300开头股票代码与行情,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,62,查询金价,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,23,科技类股票信息查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,49,银行信息查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,16,查询人寿保险相关业务信息,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,11,查询金融术语含义,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,21,保险公司电话查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,0,股票代码查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,13,花呗操作查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,36,人民币及货币信息查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,73,证券代码信息查询,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,18,查询保险相关业务,1,0.54,0.09,2.98
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,2025search_rand,186,6,查询股票代码与指数信息,1,0.54,0.09,2.98
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,14,个人征信报告查询与影响咨询,15,21.13,13.24,31.98
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,8,查询贷款信息,11,15.49,8.88,25.65
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,9,贷款提前还款查询,11,15.49,8.88,25.65
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,12,金融业务操作与问题处理方法查询,9,12.68,6.81,22.37
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,13,花呗操作查询,8,11.27,5.82,20.69
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,15,查询借款平台正规性,3,4.23,1.45,11.7
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,49,银行信息查询,3,4.23,1.45,11.7
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,43,支付方式使用与设置查询,2,2.82,0.78,9.7
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,67,贷款月供计算,2,2.82,0.78,9.7
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,47,查询办理信用卡业务,2,2.82,0.78,9.7
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,44,支付宝相关操作查询,1,1.41,0.25,7.56
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,10,查询转账与账户业务可行性,1,1.41,0.25,7.56
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,17,查询保险公司信息,1,1.41,0.25,7.56
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,3,查询电话号码归属,1,1.41,0.25,7.56
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,2025search_rand,71,55,银行客服电话查询,1,1.41,0.25,7.56
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,30,股票行情与选股建议查询,26,46.43,34.02,59.3
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,62,查询金价,4,7.14,2.81,16.98
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,12,金融业务操作与问题处理方法查询,3,5.36,1.84,14.61
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,27,查询市场行情,3,5.36,1.84,14.61
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,44,支付宝相关操作查询,3,5.36,1.84,14.61
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,2025search_rand,56,66,金融行情数据查询,3,5.36,1.84,14.61
