id,query,majority,votes,tier,pv_raw,n_days,daily_cv,in_other_source,legacy_l2,legacy_l3
A1157,无咳嗽,A,AAA,H1_intake_answer,2751.0,7,0.15561205955644433,False,疾病知识,内科-症状
A1165,无效,A,AAA,user,3038.0,7,0.05823876380407234,False,医疗其它,-
A1167,无明显变化,A,AAA,user,3520.0,7,0.03417130671307931,False,医疗其它,-
A1174,无特殊疾病,A,AAA,user,2273.0,7,0.08711621246611424,False,疾病知识,无明确科室-科普
A1178,无症状,A,AAA,H1_intake_answer,17145.0,7,0.04793733664702816,False,疾病知识,无明确科室-症状
A1180,无瘙痒,A,AAA,user,5057.0,7,0.16201685378775482,False,疾病知识,皮肤科-症状
A1182,无糖尿病,A,AAA,user,1231.0,6,0.02459951897599792,False,疾病知识,内科-疾病名
A1183,无红肿,A,AAA,user,3310.0,7,0.1663064474047518,False,疾病知识,内科-症状
A1203,明显下降,A,AAA,user,1967.0,7,0.07094523357992615,False,疾病知识,无明确科室-症状
A1204,明显不适,A,AAA,user,1976.0,7,0.060050190178912256,False,疾病知识,无明确科室-症状
A1207,明显加重,A,AAA,user,3436.0,7,0.04218116063741967,False,疾病知识,无明确科室-症状
A1208,明显升高,A,AAA,user,1615.0,7,0.08403733784432717,False,疾病知识,无明确科室-症状
A1209,明显受限,A,AAA,user,2952.0,7,0.10096101303042046,False,医疗其它,-
A1212,明显好转,A,AAA,user,2149.0,7,0.0740332500748305,False,医疗其它,-
A1217,明显缓解,A,AAA,user,1527.0,7,0.05331534364649017,False,疾病知识,无明确科室-治疗
A1219,明显超重,A,AAA,user,1245.0,6,0.03932463185507999,False,疾病知识,无明确科室-症状
A1225,晚上,A,AAA,user,2540.0,7,0.168618880510617,False,医疗其它,-
A1229,暂不清楚,A,AAA,H1_intake_answer,13407.0,7,0.03713234171959876,False,医疗其它,-
A1230,暂无不适,A,AAA,user,1851.0,7,0.09187719804039413,False,医疗其它,-
A1232,暂时没有,A,AAA,H1_intake_answer,13694.0,7,0.04182944064567241,False,医疗其它,-
A1233,暑假运动量突然增加后肌肉酸痛怎么办,P,PPP,user,987.0,2,0.5562310030395137,False,疾病知识,无明确科室-症状
A1234,暗红,A,AAA,user,1720.0,6,0.1339078572149701,False,医疗其它,-
A1236,暴晒后皮肤晒伤怎样快速修复,P,PPP,user,960.0,3,0.23721199642935428,False,疾病知识,皮肤科-治疗
A1243,月经不规律,U,AUU,user,822.0,4,0.047367207625138165,False,疾病知识,妇产科-症状
A1244,月经不调,U,AUU,user,1504.0,6,0.06533573668371409,False,疾病知识,妇产科-症状
A1248,有不适,A,AAA,user,6283.0,7,0.09573792844826365,False,疾病知识,无明确科室-症状
A1257,有异物感,A,AAA,user,1763.0,7,0.08179704075262782,False,疾病知识,无明确科室-症状
A1272,有胸痛,A,AAA,user,1768.0,7,0.12195703403549142,False,疾病知识,无明确科室-症状
A1273,有胸闷,A,AAA,user,1934.0,7,0.05761020236765946,False,疾病知识,内科-症状
A1276,有腹胀,A,AAA,user,2527.0,7,0.07141075604879797,False,疾病知识,内科-症状
A1284,未使用,A,AAA,user,7359.0,7,0.07669070552184497,False,医疗其它,-
A1287,未发烧,A,AAA,user,5149.0,7,0.5082014480776182,False,疾病知识,无明确科室-症状
A1289,"未发烧,不清楚",A,AAA,user,2050.0,7,0.20054298688692668,False,疾病知识,无明确科室-症状
A1291,未处理,A,AAA,user,3996.0,7,0.06608691696324484,False,医疗其它,-
A1297,未开始治疗,A,AAA,user,12266.0,7,0.03151658748538517,False,疾病知识,儿科-治疗
A1300,未手术,A,AAA,user,1543.0,7,0.06784835944680442,False,疾病知识,内科-手术
A1303,未服药,A,AAA,user,6603.0,7,0.06088292444731419,False,疾病知识,内科-症状
A1307,未用药,A,AAA,user,8456.0,7,0.06983705343129831,False,药品保健品,-
A1308,未确诊,A,AAA,user,5315.0,7,0.04797779130325027,False,疾病知识,内科-症状
A1312,术后1周内,A,AAA,user,209.0,1,,False,医疗服务,体检科
A1313,术后恢复,A,AAA,user,2898.0,7,0.055981503908000683,False,医疗服务,康复科
A1314,术后恢复期,A,AAA,user,203.0,1,,False,疾病知识,外科-手术
A1317,检查前需要空腹吗？,P,PPP,user,4729.0,5,0.11920936251160576,False,疾病知识,体检科-科普
A1320,检查项目,F,FFF,user,442.0,2,0.07692307692307693,False,疾病知识,体检科-科普
A1323,正中间,A,AAA,user,3834.0,6,0.21760805820703383,False,医疗其它,-
A1327,正在备孕,A,AAA,user,1069.0,5,0.04208502106343122,False,疾病知识,妇产科-科普
A1329,正在服用其他治疗药物,A,AAA,user,2380.0,7,0.08765918364050637,False,药品保健品,-
A1333,正在用,A,AAA,user,825.0,4,0.025512200217999013,False,医疗其它,-
A1339,正常无变化,A,AAA,user,427.0,2,0.053864168618266976,False,医疗其它,-
A1341,正常范围,A,AAA,user,9841.0,7,0.04388668576325904,False,疾病知识,无明确科室-身体指标
A1342,正常饮食,A,AAA,user,2351.0,7,0.05118723166575271,False,医疗其它,-
A1358,每天走多少步才算达标运动,P,PPP,user,1040.0,3,0.4126803891031119,False,养生知识,-
A1361,每日1次,A,AAA,user,404.0,2,0.024752475247524754,False,医疗其它,-
A1367,比月经少,A,AAA,user,1567.0,6,0.08387159266251074,False,医疗其它,-
A1378,没有出血,A,AAA,H1_intake_answer,3120.0,7,0.03936962187893356,False,疾病知识,妇产科-症状
A1381,没有异常,A,AAA,H1_intake_answer,5516.0,7,0.06089481819823401,False,医疗其它,-
A1382,没有影响,A,AAA,H1_intake_answer,1321.0,6,0.056996791776172805,False,医疗其它,-
A1388,没有症状,A,AAA,H1_intake_answer,3283.0,7,0.06074754787541289,False,疾病知识,无明确科室-症状
A1391,没有这些症状,A,AAA,user,645.0,3,0.04279743795920081,False,疾病知识,无明确科室-症状
A1394,没用药,A,AAA,user,3249.0,7,0.10956525927380481,False,药品保健品,-
A1395,没用过,A,AAA,user,2308.0,7,0.10075683253444294,False,医疗其它,-
A1396,没超过,A,AAA,user,3079.0,6,0.30287979463511594,False,医疗其它,-
A1397,治疗方式,F,FFF,user,2613.0,7,0.135556440055401,False,疾病知识,无明确科室-治疗
A1405,活动后加重,A,AAA,user,2022.0,7,0.09858749946113338,False,医疗其它,-
A1411,流鼻涕,U,AUU,user,2573.0,7,0.14080877568971134,False,疾病知识,耳鼻咽喉科-症状
A1416,淡黄色,A,AAA,H1_intake_answer,1721.0,7,0.09184018115111342,False,医疗其它,-
A1420,清热解毒,A,AAA,user,198.0,1,,False,养生知识,-
A1421,渐冻症早期有哪些身体信号容易被忽视,P,PPP,user,241.0,1,,False,疾病知识,内科-科普
A1422,湿疹反复发作如何做好皮肤护理,P,PPP,user,3068.0,4,0.5096024331568473,False,疾病知识,皮肤科-治疗
A1423,潮热出汗,U,AUU,user,215.0,1,,False,疾病知识,无明确科室-症状
A1426,烧心,U,AUU,user,1128.0,5,0.07084437242555691,False,疾病知识,内科-症状
A1427,热射病和普通中暑有什么区别,P,PPP,user,353.0,1,,False,疾病知识,内科-科普
A1432,父母身体健康最需要关注哪些科室,P,PPP,user,14660.0,7,0.5716015357516876,False,医疗服务,体检科
A1436,牙痛,U,UUU,user,848.0,4,0.06578455509896865,False,疾病知识,口腔科-症状
A1437,牙龈出血,U,UUU,user,2328.0,7,0.06822463481711169,False,疾病知识,口腔科-症状
A1442,甘肃省妇幼保健院 副主任医师 李晓丽医生,D,DDD,user,550.0,1,,False,医疗服务,妇产科
A1446,用药管理,F,FFF,user,892.0,4,0.07139768308560833,False,药品保健品,-
A1448,男,A,AAA,H1_intake_answer,71003.0,7,0.04360523796845965,False,医疗其它,-
A1449,男孩,A,AAA,user,2174.0,7,0.14267291656982872,False,医疗其它,-
A1452,略有增多,A,AAA,user,1562.0,7,0.08337424120921746,False,医疗其它,-
A1469,白带异常,U,UUU,user,2476.0,7,0.06834958255672433,False,疾病知识,妇产科-疾病名
A1472,白色痰,A,AAA,user,748.0,3,0.2153693108620563,False,疾病知识,无明确科室-症状
A1475,白酒,A,AAA,user,1183.0,5,0.10152855830681899,False,医疗其它,-
A1484,皮肤病检测,F,FFF,H2_feature_or_facet,735790.0,7,0.017551914252309102,False,疾病知识,皮肤科-科普
A1497,硬的,A,AAA,user,3563.0,7,0.3195540371135161,False,医疗其它,-
A1502,私密部位不适在线咨询时如何描述,P,PPP,user,216.0,1,,False,疾病知识,妇产科-科普
A1506,秋季常见过敏源有哪些,P,PPP,user,437.0,1,,False,疾病知识,皮肤科-科普
A1507,秋季换季皮肤过敏怎么快速缓解,P,PPP,user,400.0,1,,False,疾病知识,皮肤科-治疗
A1509,秋季过敏如何防护,P,PPP,user,21514.0,2,0.9147531839732267,False,疾病知识,皮肤科-科普
A1510,秋季过敏用药需对症,P,PPP,user,434.0,1,,False,药品保健品,-
A1512,稀糊状,A,AAA,user,1611.0,7,0.07349849840156765,False,疾病知识,无明确科室-症状
A1523,精神好,A,AAA,user,826.0,4,0.024333839276321767,False,医疗其它,-
A1524,精神很好,A,AAA,user,3498.0,7,0.09553361921629873,False,医疗其它,-
A1531,紧急避孕药,U,UUU,user,1843.0,7,0.06859893924809163,True,药品保健品,-
A1532,红肿,A,AAA,user,3419.0,7,0.09032949000794227,False,疾病知识,无明确科室-症状
A1543,经常吃,A,AAA,user,1326.0,6,0.0411408195987507,False,医疗其它,-
A1544,经常有,A,AAA,user,3517.0,7,0.07732609575617874,False,医疗其它,-
A1549,绞痛,A,AAA,H1_intake_answer,2301.0,7,0.054218062316386595,False,疾病知识,内科-症状
A1550,缓解便秘,A,AAA,user,3015.0,7,0.08090149884397549,False,疾病知识,内科-治疗
A1560,老人最近总忘事是正常衰老还是痴呆前兆,P,PPP,user,1536.0,4,0.36480183184723347,False,疾病知识,内科-科普
A1567,老人说话突然含糊要马上就医吗,P,PPP,user,1674.0,4,0.11741960769412636,False,疾病知识,无明确科室-症状
A1570,老人食欲下降时如何记录健康变化,P,PPP,user,3428.0,3,0.4891495622581375,False,疾病知识,内科-科普
A1579,耳鸣持续不缓解需要做什么检查,P,PPP,user,416.0,1,,False,疾病知识,耳鼻咽喉科-症状
A1580,职场焦虑时如何快速稳定情绪,P,PPP,user,463.0,1,,False,医疗其它,-
A1588,肥胖,A,AAA,user,4016.0,7,0.06334594796563316,False,疾病知识,无明确科室-症状
A1603,胃胀,U,AUU,user,4016.0,7,0.09202373370818094,False,疾病知识,内科-症状
A1604,胃部不适,U,AUU,user,1782.0,7,0.04680282707518079,False,疾病知识,内科-症状
A1605,胰岛素,U,UUU,user,197.0,1,,False,药品保健品,-
A1606,胶囊,A,AAA,user,1609.0,7,0.04693898716842562,False,药品保健品,-
A1607,胸痛,U,AUU,user,3858.0,7,0.06682377623358018,False,疾病知识,无明确科室-症状
A1614,能,A,AAA,user,1058.0,5,0.06878414139380058,False,医疗其它,-
A1618,脑鸣耳鸣和脑供血有关吗,P,PPP,user,1105.0,1,,False,疾病知识,内科-科普
A1619,脚踝,A,AAA,user,1294.0,6,0.06079122237804369,False,疾病知识,外科-科普
A1624,腋下,A,AAA,user,5277.0,7,0.09513282850142803,False,疾病知识,皮肤科-症状
A1629,腰部,A,AAA,user,1820.0,7,0.13695764472896044,False,疾病知识,外科-科普
A1630,腰酸,U,AUU,user,2122.0,7,0.052349459291230215,False,疾病知识,外科-症状
A1636,腹胀嗳气,U,AUU,user,2326.0,7,0.07092029293070026,False,疾病知识,内科-症状
A1637,腹部,A,AAA,user,2938.0,7,0.051459708614929656,False,疾病知识,无明确科室-科普
A1638,腹部彩超发现息肉需要切除吗,P,PPP,user,543.0,2,0.034990791896869246,False,疾病知识,内科-手术
A1646,药物治疗,A,AAA,H2_feature_or_facet,10506.0,7,0.03984913280234487,False,医疗其它,-
A1658,补充营养,A,AAA,user,4183.0,7,0.07196546971247271,False,养生知识,-
A1665,规律服用,A,AAA,user,2996.0,7,0.1173951249521864,False,药品保健品,-
A1670,记不清,A,AAA,user,1904.0,7,0.09985623625458892,False,医疗其它,-
A1672,说不清,A,AAA,user,2478.0,7,0.20140159036814712,False,医疗其它,-
A1675,请帮我出几道开学护眼的题目,P,PPP,H3_pushed_suggestion,2164.0,7,0.1475823133775969,False,医疗其它,-
A1682,谢谢！,C,CCC,C1_content_free,3020.0,7,0.06058064437631402,False,医疗其它,-
A1687,超过14天,A,AAA,H1_intake_answer,621.0,3,0.0171933627246881,False,医疗其它,-
A1689,超过1周,A,AAA,H1_intake_answer,16084.0,7,0.029696594865899605,False,医疗其它,-
A1695,超过2小时,A,AAA,H1_intake_answer,812.0,4,0.023366583695825463,False,医疗其它,-
A1701,超过7天,A,AAA,H1_intake_answer,14757.0,7,0.022271320514084404,False,医疗其它,-
A1703,超重,A,AAA,user,5729.0,7,0.056947361979131694,False,疾病知识,无明确科室-症状
A1707,跳过中医舌诊,F,FFF,user,7271.0,7,0.13271666915182523,False,医疗其它,-
A1708,跳过，直接出结论,F,FFF,user,1816.0,7,0.09749029064462875,False,医疗其它,-
A1711,身体部位不适,A,AAA,user,264.0,1,,False,疾病知识,无明确科室-症状
A1715,轻度,A,AAA,H1_intake_answer,13549.0,7,0.08685793318352641,False,医疗其它,-
A1719,轻度受限,A,AAA,user,2992.0,7,0.09499977799859975,False,疾病知识,无明确科室-症状
A1720,轻度异常,A,AAA,user,2838.0,7,0.05052908180477336,False,疾病知识,内科-症状
A1725,轻微,A,AAA,H1_intake_answer,1385.0,6,0.07417169361324245,False,医疗其它,-
A1729,轻微刺痛,A,AAA,user,199.0,1,,False,疾病知识,无明确科室-症状
A1732,轻微发痒,A,AAA,user,1929.0,7,0.10559915029626991,False,疾病知识,皮肤科-症状
A1734,轻微受限,A,AAA,user,1965.0,7,0.07829545896157608,False,疾病知识,无明确科室-科普
A1735,轻微可忍,A,AAA,H1_intake_answer,29992.0,7,0.0731851424542831,False,医疗其它,-
A1738,轻微影响,A,AAA,user,5538.0,7,0.041645704052368004,False,医疗其它,-
A1741,轻微疼痛,A,AAA,user,7671.0,7,0.03429810209386155,False,疾病知识,无明确科室-症状
A1743,轻微肿胀,A,AAA,user,3653.0,7,0.07372201391097859,False,疾病知识,无明确科室-症状
A1748,轻微酸胀,A,AAA,user,2844.0,7,0.06937653572243942,False,疾病知识,无明确科室-症状
A1754,过敏性鼻炎,U,UUU,user,3203.0,7,0.05893031779850416,True,疾病知识,耳鼻咽喉科-疾病名
A1757,运动注意事项,F,FFF,user,7780.0,7,0.4274572669201635,True,医疗其它,-
A1758,还没做,A,AAA,user,1659.0,7,0.11835854012262982,False,医疗其它,-
A1764,这些症状是甲状腺功能减退吗,P,PPP,user,717.0,2,0.400278940027894,False,疾病知识,内科-症状
A1770,进食后,A,AAA,user,2045.0,7,0.12626556982669576,False,疾病知识,内科-科普
A1772,适合人群,F,FFF,H2_feature_or_facet,9080.0,7,0.059687769109661046,False,医疗其它,-
A1777,适用症状,F,FFF,user,6717.0,7,0.04103579619320957,False,疾病知识,无明确科室-症状
A1780,部分有效,A,AAA,user,3343.0,7,0.05512647872304981,False,医疗其它,-
A1781,部分缓解,A,AAA,user,668.0,3,0.024415428787874387,False,疾病知识,无明确科室-治疗
A1782,都不属于,A,AAA,user,1636.0,7,0.06924648259840785,False,医疗其它,-
A1783,都不明显,A,AAA,user,2117.0,7,0.14761889459829006,False,疾病知识,无明确科室-症状
A1785,"都不是,不清楚",A,AAA,H1_intake_answer,778.0,3,0.23139102937101472,False,医疗其它,-
A1787,"都不是,都没有",A,AAA,H1_intake_answer,5612.0,7,0.2655319122460971,False,医疗其它,-
A1790,都没做过,A,AAA,user,6153.0,7,0.12900528001783598,False,医疗其它,-
A1792,都没吃,A,AAA,user,397.0,2,0.012594458438287154,False,医疗其它,-
A1795,"都没有,做过",A,AAA,H1_intake_answer,1986.0,7,0.10851862068901666,False,医疗其它,-
A1800,都没有服用,A,AAA,user,2132.0,7,0.09543155243554234,False,医疗其它,-
A1802,酸痛,A,AAA,H1_intake_answer,5218.0,7,0.10441115381433014,False,疾病知识,无明确科室-症状
A1803,重度,A,AAA,H1_intake_answer,4920.0,7,0.08157727385425247,False,医疗其它,-
A1815,阴性,A,AAA,H1_intake_answer,8425.0,7,0.03736328087237889,False,医疗其它,-
A1816,阴道,A,AAA,user,1550.0,7,0.07943609791804586,False,医疗其它,-
A1818,阿司匹林,U,UUU,user,2815.0,7,0.046320325942585,True,药品保健品,-
A1822,降血糖,A,AAA,user,1143.0,5,0.10446062331828032,False,疾病知识,内科-治疗
A1824,随机都可以,A,AAA,user,667.0,3,0.06674611481125058,False,医疗其它,-
A1827,隐隐作痛,A,AAA,user,1602.0,7,0.07744350771171446,False,疾病知识,无明确科室-症状
A1832,需要做哪些检查来确认原因？,P,PPP,user,1123.0,4,0.046603255950594925,False,疾病知识,体检科-科普
A1836,需要吃药缓解吗？,P,PPP,user,406.0,2,0.014778325123152709,False,疾病知识,无明确科室-科普
A1837,需要手术吗？,P,PPP,user,1164.0,5,0.09728788774496264,False,疾病知识,内科-手术
A1839,青少年,A,AAA,user,1814.0,6,0.1886754207377966,False,医疗其它,-
A1847,食品出现异味或包装异常时还能否继续食用,P,PPP,user,823.0,2,0.36087484811664644,False,医疗其它,-
A1848,食欲不振,U,AUU,user,4627.0,7,0.039450544055689256,False,疾病知识,内科-症状
A1849,食欲减退,U,AUU,user,2871.0,7,0.07850369786327963,False,疾病知识,内科-症状
A1852,食用方法,F,FFF,H2_feature_or_facet,8907.0,7,0.324330161785701,False,医疗其它,-
A1853,餐后,A,AAA,user,220.0,1,,False,医疗其它,-
A1855,饭后,A,AAA,user,3695.0,7,0.05949069191462662,False,养生知识,-
A1857,饭后明显,A,AAA,user,2054.0,7,0.06847195128237259,False,疾病知识,内科-症状
A1860,首次出现,A,AAA,user,1423.0,6,0.06289038403887667,False,医疗其它,-
A1870,高温天气中暑先兆有哪些表现,P,PPP,user,1416.0,3,0.5580713846823054,False,疾病知识,内科-症状
A1876,鲜红,A,AAA,user,2894.0,6,0.13066259195381516,False,医疗其它,-
A1883,黑色,A,AAA,H1_intake_answer,2259.0,6,0.14817408608894,False,医疗其它,-
A1884,黑色素瘤疫苗天价，普通人还有的治吗,P,PPP,user,351.0,1,,False,疾病知识,皮肤科-科普
A0001,0-3个月,A,AAA,H1_intake_answer,3021.0,7,0.06635038266665341,False,医疗其它,-
A0005,0.5g,A,AAA,user,534.0,2,0.20973782771535582,False,医疗其它,-
A0010,1-2个月,A,AAA,H1_intake_answer,1601.0,7,0.048502857359942975,False,医疗其它,-
A0012,1-2周,A,AAA,H1_intake_answer,27852.0,7,0.027746292958668657,False,医疗其它,-
A0033,1-5分钟,A,AAA,user,3211.0,7,0.041111048128369326,False,医疗其它,-
A0034,1-5年,A,AAA,H1_intake_answer,2187.0,7,0.08713412243368332,False,医疗其它,-
A0037,1-7天,A,AAA,H1_intake_answer,7537.0,7,0.038392114338532124,False,医疗其它,-
A0038,10-12岁,A,AAA,H1_intake_answer,432.0,2,0.013888888888888888,False,医疗其它,-
A0040,10-30分,A,AAA,user,854.0,4,0.05017397022395445,False,医疗其它,-
A0042,100mg,A,AAA,user,1886.0,7,0.09228616991109408,False,医疗其它,-
A0055,12岁以上,A,AAA,H1_intake_answer,3362.0,7,0.13309922917131187,False,疾病知识,儿科-症状
A0059,13-18岁,A,AAA,H1_intake_answer,976.0,4,0.16989669941126334,False,医疗其它,-
A0064,140-160/90-100,A,AAA,user,196.0,1,,False,医疗其它,-
A0068,15天以上,A,AAA,H1_intake_answer,5241.0,7,0.12462098386069805,False,医疗其它,-
A0077,18岁,A,AAA,H1_intake_answer,2989.0,7,0.04489092838466245,False,医疗其它,-
A0080,18岁及以上,A,AAA,user,1622.0,7,0.10227591296339196,False,医疗其它,-
A0084,1个月以上,A,AAA,H1_intake_answer,20249.0,7,0.022790272462609326,False,医疗其它,-
A0085,1个月以内,A,AAA,H1_intake_answer,9265.0,7,0.14818705038042074,False,医疗其它,-
A0086,1个月内,A,AAA,H1_intake_answer,34396.0,7,0.07484633377546554,False,医疗其它,-
A0087,"1分钟中医体质自测,看清身体是湿气重、脾虚、还是气血不足",P,PPP,H3_pushed_suggestion,9312.0,7,0.19493295636419164,False,疾病知识,中医科-科普
A0097,1天内,A,AAA,H1_intake_answer,63366.0,7,0.08135815610677105,False,医疗其它,-
A0098,"1天内,都没有",A,AAA,H1_intake_answer,863.0,4,0.05175599405359744,False,医疗其它,-
A0099,1小时以上,A,AAA,H1_intake_answer,2035.0,7,0.04599256592352861,False,医疗其它,-
A0100,1小时以内,A,AAA,H1_intake_answer,832.0,4,0.014818302891752346,False,医疗其它,-
A0103,1岁以下,A,AAA,H1_intake_answer,400.0,2,0.015,False,医疗其它,-
A0104,1年以上,A,AAA,H1_intake_answer,12198.0,7,0.03502099869628871,False,医疗其它,-
A0106,1月以上,A,AAA,H1_intake_answer,2960.0,7,0.10522550482808712,False,医疗其它,-
A0107,1月内,A,AAA,H1_intake_answer,6957.0,7,0.06070633765336688,False,医疗其它,-
A0108,1次,A,AAA,H1_intake_answer,6698.0,7,0.021471981353653982,False,医疗其它,-
A0110,1至3天,A,AAA,H1_intake_answer,369.0,1,,False,医疗其它,-
A0111,2-3天,A,AAA,H1_intake_answer,23297.0,7,0.05547087254064638,False,医疗其它,-
A0120,21-35天,A,AAA,H1_intake_answer,1076.0,5,0.053096122145300004,False,医疗其它,-
A0123,23岁,A,AAA,H1_intake_answer,2207.0,7,0.046420474761633704,False,医疗其它,-
A0125,24小时内,A,AAA,H1_intake_answer,14746.0,7,0.11933733062887163,False,医疗其它,-
A0129,27岁,A,AAA,H1_intake_answer,1407.0,6,0.1092702860956771,False,医疗其它,-
A0136,2天,A,AAA,H1_intake_answer,1345.0,6,0.05651046740716689,False,医疗其它,-
A0157,30-45岁,A,AAA,H1_intake_answer,1737.0,7,0.12260223958420094,False,医疗其它,-
A0158,30-50岁,A,AAA,H1_intake_answer,4377.0,7,0.06726015312047755,False,医疗其它,-
A0160,30-60分钟,A,AAA,user,2491.0,7,0.034299493156634005,False,医疗其它,-
A0161,30分以上,A,AAA,user,419.0,2,0.011933174224343675,False,医疗其它,-
A0164,30天以上,A,AAA,H1_intake_answer,431.0,2,0.07192575406032482,False,医疗其它,-
A0165,30岁,A,AAA,H1_intake_answer,2331.0,7,0.10190001956436313,False,医疗其它,-
A0168,31岁,A,AAA,H1_intake_answer,1897.0,7,0.03880182650411796,False,医疗其它,-
A0174,36岁,A,AAA,H1_intake_answer,3264.0,7,0.05147970565839635,False,医疗其它,-
A0176,37岁,A,AAA,H1_intake_answer,2891.0,7,0.06358937537902727,False,医疗其它,-
A0177,38-39,A,AAA,user,684.0,3,0.05299581567366041,False,医疗其它,-
A0183,38岁,A,AAA,H1_intake_answer,3216.0,7,0.06084365576435327,False,医疗其它,-
A0193,3小时以上,A,AAA,H1_intake_answer,1974.0,7,0.07230167625403977,False,医疗其它,-
A0195,3岁以下,A,AAA,H1_intake_answer,1737.0,7,0.05959592075812335,False,医疗其它,-
A0199,3次以上,A,AAA,user,1937.0,7,0.04998954439611855,False,医疗其它,-
A0200,3次及以上,A,AAA,user,1356.0,6,0.05514725397002926,False,医疗其它,-
A0201,4-12小时,A,AAA,H1_intake_answer,852.0,4,0.05873237560186293,False,医疗其它,-
A0202,4-6个月,A,AAA,H1_intake_answer,3064.0,7,0.08514712197974061,False,医疗其它,-
A0207,40-49岁,A,AAA,H1_intake_answer,1532.0,7,0.08998367903546056,False,医疗其它,-
A0208,40-50岁,A,AAA,H1_intake_answer,5534.0,7,0.1037022932618194,False,医疗其它,-
A0222,46-60岁,A,AAA,H1_intake_answer,608.0,3,0.02914481109649564,False,医疗其它,-
A0224,47岁,A,AAA,H1_intake_answer,2265.0,7,0.06884586501552599,False,医疗其它,-
A0228,4小时以上,A,AAA,H1_intake_answer,3178.0,7,0.0726061297915647,False,医疗其它,-
A0230,4次及以上,A,AAA,user,1310.0,6,0.05070449436768127,False,医疗其它,-
A0232,5-10mm,A,AAA,user,1689.0,7,0.07576598353130322,False,医疗其它,-
A0239,50-65岁,A,AAA,H1_intake_answer,4140.0,7,0.07546908082526589,False,医疗其它,-
A0241,50岁,A,AAA,H1_intake_answer,3136.0,7,0.06814436393961494,False,医疗其它,-
A0247,54岁,A,AAA,H1_intake_answer,2618.0,7,0.033609104518653836,False,医疗其它,-
A0250,57岁,A,AAA,H1_intake_answer,2610.0,7,0.09852630289928234,False,医疗其它,-
A0253,5mg,A,AAA,user,2514.0,7,0.08662311910145552,False,医疗其它,-
A0254,5分钟内,A,AAA,user,1807.0,7,0.13666936107723188,False,医疗其它,-
A0255,5天以上,A,AAA,H1_intake_answer,2621.0,7,0.0740667009567659,False,医疗其它,-
A0261,6-12岁,A,AAA,H1_intake_answer,7284.0,7,0.11119144898679502,False,医疗其它,-
A0265,6-8小时,A,AAA,H1_intake_answer,1657.0,7,0.07406106919320432,False,医疗其它,-
A0268,60岁,A,AAA,H1_intake_answer,3061.0,7,0.04336748818654869,False,医疗其它,-
A0269,60岁以上,A,AAA,H1_intake_answer,20034.0,7,0.037627080645106246,False,疾病知识,无明确科室-症状
A0279,67岁,A,AAA,H1_intake_answer,211.0,1,,False,医疗其它,-
A0281,69岁,A,AAA,H1_intake_answer,1312.0,6,0.04815722255771743,False,疾病知识,内科-症状
A0287,6小时内,A,AAA,H1_intake_answer,1640.0,7,0.08431407813387125,False,医疗其它,-
A0289,6月以上,A,AAA,H1_intake_answer,1587.0,7,0.07506627655619626,False,医疗其它,-
A0292,7-12个月,A,AAA,H1_intake_answer,1920.0,7,0.036703047765516396,False,医疗其它,-
A0302,7以下,A,AAA,user,1650.0,7,0.03005962852760544,False,医疗其它,-
A0311,B超,U,UUU,user,1717.0,6,0.17818831812001906,False,疾病知识,妇产科-科普
A0312,CT,U,UUU,user,3206.0,7,0.24780319628729985,False,医疗器械,-
A0314,一周以上,A,AAA,user,1625.0,7,0.05475194195577901,False,医疗其它,-
A0315,一天,A,AAA,user,2714.0,7,0.08825209248129635,False,医疗其它,-
A0324,上眼皮跳,U,UUU,user,202.0,1,,False,医疗其它,-
A0331,下午,A,AAA,user,1495.0,6,0.11618981326313359,False,医疗其它,-
A0335,下班后大脑停不下来如何放松,P,PPP,user,2786.0,7,0.421163005121936,False,疾病知识,无明确科室-科普
A0337,下腹疼痛,U,UUU,user,3234.0,7,0.06808481285347807,False,疾病知识,无明确科室-症状
A0341,不会,A,AAA,H1_intake_answer,1614.0,7,0.08322673908404948,False,医疗其它,-
A0344,不喝,A,AAA,user,201.0,1,,False,医疗其它,-
A0346,不宜人群,F,FFF,user,1710.0,7,0.0784280079423637,False,养生知识,-
A0349,不影响活动,A,AAA,user,2306.0,7,0.7919126609711871,False,医疗其它,-
A0350,不影响走路,A,AAA,user,1384.0,6,0.14688081928673538,False,疾病知识,无明确科室-科普
A0352,不方便去医院如何选择正规线上咨询,P,PPP,user,631.0,2,0.22345483359746435,False,医疗服务,医疗服务其它
A0354,不清楚,A,AAA,H1_intake_answer,209069.0,7,0.08849999337001267,False,疾病知识,无明确科室-症状
A0357,"不清楚,不清楚,都没有",A,AAA,H1_intake_answer,664.0,3,0.06561150876744568,False,医疗其它,-
A0369,不能,A,AAA,user,1970.0,7,0.08173377015308196,False,医疗其它,-
A0371,不良反应,F,FFF,user,13056.0,7,0.10785717116379277,False,疾病知识,精神科-症状
A0372,不规律,A,AAA,user,5316.0,7,0.041734446278316795,False,医疗其它,-
A0381,两只脚,A,AAA,user,263.0,1,,False,医疗其它,-
A0382,两天,A,AAA,user,816.0,4,0.03844212534646599,False,医疗其它,-
A0386,严重影响,A,AAA,user,1806.0,7,0.08188168790969519,False,医疗其它,-
A0391,中度,A,AAA,H1_intake_answer,14337.0,7,0.07145750245476412,False,医疗其它,-
