domain,source,core,query,added_chars,core_td,wrap_td,same_intent
金融,assistant_random,人民币,100元老挝币等于多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,银行利率,15年住宅贷款哪个银行利率最低,11,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_random,邮政储蓄银行,18年办的邮政储蓄银行信用卡没激活还能用吗,15,查找官方渠道与客服入口,处置账户异常与非预期扣款,False
金融,assistant_random,人民币,1个港币等于多少人民币,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,比特币,2010挖矿多久能有一枚比特币,12,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,定期存款利率,2016到2025年工行定期存款利率变化,14,解释金融术语与基础规则,查询金融资产实时行情,False
金融,assistant_random,生猪期货,2026年4月30日生猪期货为何冲高,14,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,黄金价格,2026年8月31日之后黄金价格会跌多少,16,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,银行存款利率,2026年8月辽宁鞍山地区哪家银行存款利率最高,17,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_random,交强险,2026年交强险最低保费是多少,12,解释金融术语与基础规则,寻求个股买卖与持有决策建议,False
金融,assistant_random,人民币,2026年人民币平均汇率对美元,12,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_random,人民币,2026年还会发行新版人民币吗,12,其他或无法判定的非金融查询,获取市场动态与事件公告,False
金融,assistant_random,银行利息,2026年银行利息哪个最高,9,解释金融术语与基础规则,比较同类金融产品并择优,False
金融,assistant_random,白银价格,2027年白银价格会涨到100美元吗,14,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,人民币,240000卢币相当于人民币多少钱84万卢币相当于多少钱人民币？,29,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,农业银行,30万存农业银行一个月,7,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,人民币,34545韩元等于多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,人民币,4300克黄金的总价值是多少人民币,14,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,人民币,5000万美金等于多少人民币？,12,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,美元换算人民币,50万美元换算人民币,3,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_random,加元兑人民币汇率,5月加元兑人民币汇率大概是多少,7,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_random,杭电股份,8月27日杭电股份能否继续涨停,11,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,ETF,A500最厉害三个ETF,9,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,a50,a50富时中国期货指数实时分时图,13,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,海光信息股票,a股海光信息股票怎么样,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,万润股份,万润股份半导体材料业务2027年毛利率多少,17,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,农村商业银行,东平农村商业银行0.01股份是多少,11,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_random,东方财富,东方财富的国债逆回购百万分之一的手续费经理说搞活动时才有，不是对接经理就能谈,34,查询金融资产实时行情,判定信贷产品账单与征信规则,False
金融,assistant_random,东方财富,东方财富评论怎么屏蔽,6,查询金融资产实时行情,查找官方渠道与客服入口,False
金融,assistant_random,北交所,东通退是否有机会申请北交所上市,12,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,中信银行,中信银行嘉兴有几家分行地址在哪里？,13,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,中国农业银行,中国农业银行得不得也办一一张信用卡？,12,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,中国广核股票,中国广核股票明日对于空仓者来说可以少量买入吧？博弈短期股价延续上涨态势，风险有多大？什么价位介入？,43,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,中国银行,中国银行广州网点地址大全,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,中国银行,中国银行开封学院门支行没有这个名字，那他叫什么名字呀？,23,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,中色股份,中色股份分红政策有何变化,8,查询金融资产实时行情,获取市场动态与事件公告,False
金融,assistant_random,农商银行,丰县农商银行周六上班吗,7,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,贷款平台,云盛花贷款平台的利息和费用是多少,12,寻求应急或无征信门槛借款渠道,判定信贷产品账单与征信规则,False
金融,assistant_random,云闪付,云闪付是什么？,4,核实金融平台真伪与合法性,解释金融术语与基础规则,False
金融,assistant_random,亚星锚链股票,亚星锚链股票适合现在买入吗,7,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,交通银行,交通银行调额度,3,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,人寿保险,人寿保险交了四年退保能退多少,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,北京银行,今天北京市顺义区杨镇北京银行一千块钱三年续存本金加利息是多少,26,其他或无法判定的非金融查询,获取市场动态与事件公告,False
金融,assistant_random,建设银行,今天潍城建设银行上班吗？,8,查找官方渠道与客服入口,查询金融资产实时行情,False
金融,assistant_random,上证指数,今年上证指数最低是什么时间,9,查询金融资产实时行情,查询历史价格走势图,False
金融,assistant_random,今日大盘价黄金,今日大盘价黄金多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,信用卡,信用卡可以全额分期还款吗,9,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,信用卡,信用卡如果只还了最低应还剩余是计算利息吗,17,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,信用卡,信用卡年费不交会冻结哪些银行卡,12,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,信用卡,信用卡消费有哪些限制,7,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,信用卡,信用卡能买优惠机票吗,7,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,光迅科技股票,光迅科技股票值得买入吗,5,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,全志科技股票,全志科技股票未来一年目标价是多少,10,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,信用卡,兰州银行青年友好信用卡的权益有哪些,14,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,兴业银行,兴业银行2026年目标价是多少,11,其他或无法判定的非金融查询,寻求个股买卖与持有决策建议,False
金融,assistant_random,兴发集团股票,兴发集团股票下半年能不能大涨,8,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,沪电股份,内行人看沪电股份,4,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,农业银行,农业银行手机APP哪个版本最好,11,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,农业银行股票,农业银行股票最佳买入点,5,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,农业银行,农业银行逾期自动扣款怎么解决,10,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_random,农商银行,农商银行……统一法人改革后，要把优化考核体系作为核心之责……,26,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,农商银行,农商银行调日限额有手续费吗,9,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,农村信用社,农村信用社信用卡禁用后如何恢复,10,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,农村信用社,农村信用社存钱安不安全,6,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,农村信用社,农村信用社最新定期存款的利率是多少？,13,其他或无法判定的非金融查询,获取市场动态与事件公告,False
金融,assistant_random,分期乐,分期乐买吖超市卡退款成功率高吗,12,核实金融平台真伪与合法性,判定信贷产品账单与征信规则,False
金融,assistant_random,大盘走势,分析大盘走势,2,查询历史价格走势图,查询历史价格走势图,True
金融,assistant_random,市盈率,创业板医疗板块的市盈率中位数是多少,14,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,市盈率,创业板市盈率处于什么水平,9,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,创新新材,创新新材今日为什么那么多压盘,10,其他或无法判定的非金融查询,寻求个股买卖与持有决策建议,False
金融,assistant_random,北交所,到月底北交所打新,5,查询金融资产实时行情,查询交易日程与市场状态,False
金融,assistant_random,剑桥科技股票,剑桥科技股票现在可以买吗,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,包钢股份,包钢股份8月26日开盘后走势如何,12,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,北交所,北交所上市规则,4,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,渤海银行,北京渤海银行20万元本金三年定期利息多少？,17,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_random,北京银行,北京银行南京分行有哪些其他网点,11,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,华夏银行,华夏银行今日可买入吗,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,华夏银行,华夏银行和四大行哪个更值得存钱,11,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_random,华宏科技股票,华宏科技股票适合长线持有吗,7,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,华能国际股票,华能国际股票最高价是哪一年,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,南京银行,南京银行系统维护公告最新,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,工商银行,博山路崮山路工商银行周日是否上班呢,13,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,人民币,卢布与人民币是固定汇率吗,9,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,友邦保险,友邦保险荣誉讲师的佣金比例是多少,12,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,同花顺,同花顺指标广场哪个指标最热门,11,其他或无法判定的非金融查询,比较同类金融产品并择优,False
金融,assistant_random,农业银行,启东农业银行今天有哪里营业的？,11,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,华友钴业股票,周一卖出华友钴业股票的最佳时机,9,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,中国银行,哔哩哔哩中国银行联名卡,7,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,IPO,嘉泰激光北交所IPO上市概率多大,13,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,存款利率,四川农信存款利率是多少,7,解释金融术语与基础规则,解释金融术语与基础规则,True
金融,assistant_random,国家助学贷款,国家助学贷款利率自2024年秋季学期起调整为lpr减多少个基点,25,其他或无法判定的非金融查询,获取市场动态与事件公告,False
金融,assistant_random,国家助学贷款,国家助学贷款怎么申请提前还款,8,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,存款利率,国有六大行里哪家存款利率最高,10,解释金融术语与基础规则,比较同类金融产品并择优,False
金融,assistant_random,国际铜价,国际铜价格今日报价,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,黄金K线图,国际黄金K线图有哪些周期,7,查询历史价格走势图,查询历史价格走势图,True
金融,assistant_random,同花顺,在同花顺盘中怎么能最快找到涨停板最多的板块，能不能动态一键设置,28,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,人民币,在澳门是否有支持人民币理财的比性价比比较高的银行？,22,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,农商银行,壤塘县农商银行公积金消费贷款有哪些条件,15,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,复星医药,复星医药上半年收入基本无增长，三季度预期会好一点吗,21,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,大秦铁路股票,大秦铁路股票适合长线持有吗,7,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,天原股份,天原股份未来有上涨空间吗,8,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,太平洋保险,太平洋保险车险报价如何获取,8,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,太平洋保险,太平洋的学平险属于太平洋产险？还是太平洋保险？,18,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,中信银行,如何下载中信银行公众号？,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,京东金融,如何关闭京东金融一分购,7,核实金融平台真伪与合法性,获取银行或支付账户操作指引,False
金融,assistant_random,易宝支付,如何向易宝支付和驰恒保官方提交退款申诉,15,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_random,支付宝,如何开启支付宝的碰一下支付功能,12,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,支付宝,如何彻底解除支付宝的支付功能,11,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,支付宝,如何提升支付宝的单笔限额,9,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,北交所,如何查询苏讯新材北交所上会结果,12,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_random,农业银行,如何确认农业银行掌银是否已注册,11,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,建设银行,如何解除建设银行APP的设备绑定,12,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_random,ETF,如何设置手机看ETF界面,9,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_random,宁德股票,宁德股票时代未来有上涨空间吗,10,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,安逸花,安逸花和优逸花哪个更靠谱,9,查找官方渠道与客服入口,核实金融平台真伪与合法性,False
金融,assistant_random,农业银行,岑溪市水汶镇农业银行礼拜六礼拜天办理业务吗？,18,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,工商银行,工商银行02920存单整存整取销户回单凭证里的借方就是我的定期存单，贷方就是我的借记卡。银行是充当什么角色？,50,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,工商银行,工商银行换手机号需要多长时间,10,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,工商银行,工商银行转账显示1072是什么意思?常见原因及解决方法,23,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_random,信用卡,工行信用卡降额到0，还能恢复吗,12,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_random,市盈率,市盈率最低的股票,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,平安保险,平安保险雇主责任险电话,7,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_random,平安银行,平安银行APP不绑卡能查助学贷款进度吗,15,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_random,平安银行,平安银行哪些理财可靠,6,查找官方渠道与客服入口,核实金融平台真伪与合法性,False
金融,assistant_random,平安银行,平安银行属于什么级别,6,查找官方渠道与客服入口,解释金融术语与基础规则,False
金融,assistant_random,广发银行,广发银行和四大行有什么区别,9,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,白云山股票,广药白云山股票代码多少？,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,云闪付,广西百色的云闪付红包何时过期,11,核实金融平台真伪与合法性,获取市场动态与事件公告,False
金融,assistant_random,度小满,度小满是不是正规网贷,7,核实金融平台真伪与合法性,核实金融平台真伪与合法性,True
金融,assistant_random,建设银行,建设银行长虹路支行何时营业,9,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_random,农商银行,张勇、刘田田在费县农商银行有贷款吗,13,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,信用卡,征信花了，农行信用卡好下吗,10,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,中国建设银行,怎样在中国建设银行A P P上查询借记卡年费是否免费？,21,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_random,恒丰银行,恒丰银行2026年净利润增长趋势如何,14,查询金融资产实时行情,获取市场动态与事件公告,False
金融,assistant_random,手机银行,手机银行如何设置才能防诈骗,9,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,手机银行,手机银行贷款额度一般最高多少,10,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,支付宝,扫一扫那个支付宝的二维码吗？,11,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,比特币,把价值1400万比特币卖到三大平台，你再算算用几天能全部提现到银行卡,31,查询金融资产实时行情,处置账户异常与非预期扣款,False
金融,assistant_random,放心借,抖音放心借为什么审核不通过,10,核实金融平台真伪与合法性,判定信贷产品账单与征信规则,False
金融,assistant_random,助学贷款,提前还款2万元生源地信用助学贷款划算吗,15,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,支付宝,支付宝到账50,4,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,数字人民币,数字人民币跨境支付能提升人民币国际占比吗,15,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,数据港,数据港下周会涨吗,5,其他或无法判定的非金融查询,寻求个股买卖与持有决策建议,False
金融,assistant_random,新网银行,新网银行好商贷怎么申请,7,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_random,昊华科技股票,昊华科技股票最近走势怎么样,7,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,易宝支付,易宝支付有限公司的主要业务有哪些,12,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,星宇股份,星宇股份告洋状为什么能赢,8,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,星宇股份,星宇股份是股票吗？,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,浦发银行,晋宁区还有没有其他浦发银行网点,11,查询金融资产实时行情,查找官方渠道与客服入口,False
金融,assistant_random,农业银行,有没有农业银行在三口镇的网点,10,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,信用卡,有网贷吗？没有信用卡欠多少？不欠网赌赌球炒b粘不沾都不碰喝大酒吗？应酬偶尔喝动手打女人吗？我看着像有这个爱好，看不出来，所以才问,61,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,杭电股份,杭电股份2026年目标价预测是多少,13,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,杭电股份,杭电股份目前有哪些重大利好消息,11,查询金融资产实时行情,获取市场动态与事件公告,False
金融,assistant_random,人民币,核算人民币多少钱,5,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,货币兑换,格格鲁吉亚的货币兑换人民币是怎么兑换,14,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_random,比亚迪股票,比亚迪股票九月份的走势,6,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,比特币,比特币今曰行情最新价格美元,10,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,比特币,比特币怎么持有,4,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,沪深300,沪深300 科创50Etf哪个更适合新手,15,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_random,泰铢兑换人民币汇率,泰铢兑换人民币汇率多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,济川药业股票,济川药业股票24.5元买入5000股24.69元卖出扣除手续费赚多少钱？,30,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,浦发银行,浦发银行被国家列入高风险吗,9,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,海欣股份,海欣股份2001年6月最高价的具体数字是多少,18,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,渤海银行,渤海银行 股票,3,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,贷款利率,渭南民间贷款利率是多少,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,湘潭电化股票,湘潭电化股票近期走势如何,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,今日金价,湛江地区今日金价具体是多少,9,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,华林证券,灰空里靠前面有那么几个什么证件终端什么什么那个就是那个华林证券终端什么什么什么完了就是一键清除什么什么360完了就AI 1键清除360完了又一个图标就是AI 360导航一个主线这这几个大框啊这几个大框大概是我打开过，所以出了几个大框完了靠,115,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_random,比特币,现在1比特币兑换人民币是多少,11,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_random,助学贷款,生源地助学贷款指定账户,7,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,甲醇期货,甲醇期货2609合约近期走势如何,12,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,盛龙股份股票,盛龙股份股票的目标价是多少,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,石英股份,石英股份的目标价是多少,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,神火股份,神火股份和金利华电的库存价值对比,12,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_random,福建农信,福建农信社惠客贷申请条件,8,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_random,福晶科技股票,福晶科技股票有投资价值吗,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,福田汽车股票,福田汽车股票近期有机构买入吗,8,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,科创板,科创板持仓集中度限制如何计算,11,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_random,科创板,科创板知识测试题有答案吗,9,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,科创板,科创板股票开盘价如何预测,9,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,科创板,科创板要需要多少资金？,8,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,ETF,给我推荐几只港股地产ETF,10,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,农业银行,给我提供信阳柳林最近的农业银行网点信息,15,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,市盈率,给我更多2026年8月A股市盈率最低的股票,18,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,费城半导体指数,美国费城半导体指数对英伟达影响有多大？,12,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,金融是做什么的,美国韦伯斯特金融是做什么的？,7,解释金融术语与基础规则,解释金融术语与基础规则,True
金融,assistant_random,中国农业银行,而且他还穿25的。中国农业银行金海路,12,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_random,脸书股票,脸书股票目标价是多少,6,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,市盈率,芯片公司平均市盈率,6,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,IPO,荣耀IPO进展有哪些最新动态,11,其他或无法判定的非金融查询,获取市场动态与事件公告,False
金融,assistant_random,藏格矿业股票,藏格矿业股票有潜力吗,4,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,蚂蚁庄园,蚂蚁庄园小鸡原皮钥匙扣,7,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_random,蚂蚁庄园,蚂蚁庄园跟蚂蚁新村的今日答案,10,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_random,证券公司,融资余额是指在融资融券交易中，投资者向证券公司借入资金买入证券后，未偿还的资金总额。其基本计算公式为：当日融资余额 = 前一日融资余额 - 当日偿还额 + 当日融资买入额。该指标是反映市场资金面、投资者情绪和杠杆使用程度的重要参考，其变动受市场利率、预期收益及投资者风险偏好等多重因素影响。融资余额的持续增长通常意味着市场买入意愿较强，反之则可能预示市场趋于谨慎。例如，A股市场融资余额曾于2025年8月11日突破两万亿元大关，达到约20122亿元。进入2026年，市场融资规模持续波动，截至2026年4月2日，两市融资余额合计25720.55亿元；至5月13日，融资余额合计28528.54亿元。2026年上半年，市场平均两融余额达到2.75万亿元，同比增长48.81%。然而，自2026年7月起，市场融资余额出现连续下降，截至7月8日，融资余额为29381.15亿元；至7月20日，全市场融资余额 融资余额高意味着什么,407,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_random,农商银行,西樵农商银行总行可以港币换人民币吗,13,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,西王食品股票,西王食品股票未来有上涨空间吗,8,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,个人征信,解除限高会影响个人征信记录吗,10,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,好分期,请请问好分期线线上办借款到放款需要什么流程？需要多长时间？,26,核实金融平台真伪与合法性,获取银行或支付账户操作指引,False
金融,assistant_random,财付通,财付通网贷入口在哪里可以找到,11,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,人民币,贷款起止日期2020年9月18日至2047年9月18日，贷款总金额54.2万人民币，以等额本金的方式还款，每月18日扣款。年利率3.2%.本月剩余本金423228元如果本年8月25日提前还款22万.以保持原月还本金标准，缩短还款年限。缩短多少个月最划算？可以节省多少利息？还剩多少个月可以还清？下个月利息和本金总共是多少？最后的还款日期是什么时候？,171,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_random,赛微电子股票,赛微电子股票中报预报,4,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_random,赛轮轮胎股票,赛轮轮胎股票短期目标价是多少,8,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,软通动力股票,软通动力股票现在可以入手吗,7,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,东吴证券,这个标识是否与东吴证券有关,9,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_random,通达信,通达信安卓平板版下载入口,9,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_random,助学贷款,那我第二个是开户成功的 助学贷款到底会发到那个卡里啊,22,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_random,邮储银行,邮储银行的高温补贴和卫生费是多少钱,13,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,郑州银行,郑州银行和工行哪个更适合我,9,其他或无法判定的非金融查询,比较同类金融产品并择优,False
金融,assistant_random,金发科技,金发科技什么时候分红,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,个人征信,长期0申报会影响个人征信吗,9,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_random,长江证券,长江证券回购方案具体执行时间表,11,查询金融资产实时行情,获取市场动态与事件公告,False
金融,assistant_random,阳光电源股票,阳光电源股票为什么暴跌,5,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_random,农业银行,鞋都三期，农业银行今天上班,9,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
